,2017,Rank_2018,city_county,state,type,Rank_In_State_2018,zips
3327,41824.0,,Roanoke,Virginia,county,53.0,"24011,24012,24013,24014,24015"
3328,49703.0,,Suffolk,Virginia,county,28.0,"23432,23433,23434,23435,23436"
3329,55731.0,,Virginia Beach,Virginia,county,17.0,"23451,23452,23453,23454,23455"
3330,70832.0,,Albemarle + Charlottesville,Virginia,county,6.0,"22901,22902,22903,22904,22911"
3331,38161.0,,Alleghany + Covington,Virginia,county,69.0,24426
3332,42622.0,,"Augusta, Staunton + Waynesboro",Virginia,county,50.0,24401
3333,36317.0,,Campbell + Lynchburg,Virginia,county,81.0,"24501,24502,24503,24504"
3334,34908.0,,Carroll + Galax,Virginia,county,89.0,24333
3335,39201.0,,"Dinwiddie, Colonial Heights + Petersburg",Virginia,county,66.0,23834
3336,78430.0,,"Fairfax, Fairfax City + Falls Church",Virginia,county,4.0,"22030,22031,22032,22033,22034"
3337,48870.0,,Frederick + Winchester,Virginia,county,30.0,"23831,23836"
3338,31774.0,,Greensville + Emporia,Virginia,county,100.0,23847
3339,37642.0,,Henry + Martinsville,Virginia,county,71.0,24102
3340,62671.0,,James City + Williamsburg,Virginia,county,11.0,"23185,23188"
3341,36020.0,,Montgomery + Radford,Virginia,county,80.0,23850
3342,36970.0,,Pittsylvania + Danville,Virginia,county,77.0,"24540,24541"
3343,37675.0,,Prince George + Hopewell,Virginia,county,75.0,23860
3344,52555.0,,"Prince William, Manassas + Manassas Park",Virginia,county,23.0,"20109,20110,20111,20112"
3345,50124.0,,Roanoke + Salem,Virginia,county,27.0,"24011,24012,24013,24014,24015"
3346,39150.0,,"Rockbridge, Buena Vista + Lexington",Virginia,county,67.0,24416
3347,38469.0,,Rockingham + Harrisonburg,Virginia,county,70.0,"22801,22802,22803"
3348,41300.0,,Southampton + Franklin,Virginia,county,58.0,23851
3349,48759.0,,Spotsylvania + Fredericksburg,Virginia,county,31.0,"22401,22405,22406,22407,22408"
3350,39269.0,,Washington + Bristol,Virginia,county,63.0,"24201,24202"
3351,31587.0,,Wise + Norton,Virginia,county,98.0,24273
3352,56549.0,,York + Poquoson,Virginia,county,16.0,23662
3353,56549.0,,York + Poquoson,Virginia,county,16.0,23662
3354,42314.0,,Adams,Washington,county,26.0,
3355,45322.0,,Asotin,Washington,county,16.0,99402
3356,46034.0,,Benton,Washington,county,15.0,99320
3357,52454.0,,Chelan,Washington,county,6.0,98816
3358,44045.0,,Clallam,Washington,county,20.0,98326
3359,50766.0,,Clark,Washington,county,7.0,99403
3360,47011.0,,Columbia,Washington,county,12.0,
3361,43046.0,,Cowlitz,Washington,county,22.0,
3362,40050.0,,Douglas,Washington,county,33.0,
3363,36027.0,,Ferry,Washington,county,39.0,
3364,36666.0,,Franklin,Washington,county,38.0,99341
3365,42659.0,,Garfield,Washington,county,23.0,99130
3366,39488.0,,Grant,Washington,county,36.0,99133
3367,38942.0,,Grays Harbor,Washington,county,35.0,98250
3368,52459.0,,Island,Washington,county,5.0,98303
3369,50090.0,,Jefferson,Washington,county,9.0,98247
3370,84542.0,,King,Washington,county,1.0,98346
3371,52833.0,,Kitsap,Washington,county,3.0,
3372,41114.0,,Kittitas,Washington,county,28.0,
3373,46695.0,,Klickitat,Washington,county,14.0,98628
3374,41100.0,,Lewis,Washington,county,24.0,
3375,45266.0,,Lincoln,Washington,county,18.0,99147
3376,40735.0,,Mason,Washington,county,27.0,98831
3377,41514.0,,Okanogan,Washington,county,29.0,98840
3378,40409.0,,Pacific,Washington,county,31.0,98047
3379,40008.0,,Pend Oreille,Washington,county,32.0,98635
3380,49137.0,,Pierce,Washington,county,10.0,99167
3381,72862.0,,San Juan,Washington,county,2.0,
3382,50119.0,,Skagit,Washington,county,8.0,
3383,43372.0,,Skamania,Washington,county,21.0,98647
3384,52453.0,,Snohomish,Washington,county,4.0,"98290,98296"
3385,44552.0,,Spokane,Washington,county,17.0,"99201,99202,99203,99204,99205"
3386,37812.0,,Stevens,Washington,county,37.0,98258
3387,48820.0,,Thurston,Washington,county,11.0,99176
3388,40917.0,,Wahkiakum,Washington,county,30.0,98670
3389,44178.0,,Walla Walla,Washington,county,19.0,99362
3390,46719.0,,Whatcom,Washington,county,13.0,
3391,38557.0,,Whitman,Washington,county,34.0,98952
3392,41868.0,,Yakima,Washington,county,25.0,"98901,98902,98903,98908"
3393,41868.0,,Yakima,Washington,county,25.0,"98901,98902,98903,98908"
3394,30382.0,,Barbour,West Virginia,county,43.0,25504
3395,39677.0,,Berkeley,West Virginia,county,14.0,25411
3396,31671.0,,Boone,West Virginia,county,39.0,25030
3397,29945.0,,Braxton,West Virginia,county,46.0,26562
3398,39736.0,,Brooke,West Virginia,county,12.0,26404
3399,40154.0,,Cabell,West Virginia,county,8.0,25015
3400,28331.0,,Calhoun,West Virginia,county,52.0,26257
3401,29274.0,,Clay,West Virginia,county,47.0,25043
3402,26739.0,,Doddridge,West Virginia,county,54.0,25902
3403,32740.0,,Fayette,West Virginia,county,34.0,25840
3404,27975.0,,Gilmer,West Virginia,county,53.0,25621
3405,36184.0,,Grant,West Virginia,county,27.0,
3406,36291.0,,Greenbrier,West Virginia,county,22.0,24945
3407,33715.0,,Hampshire,West Virginia,county,32.0,
3408,40043.0,,Hancock,West Virginia,county,10.0,
3409,33805.0,,Hardy,West Virginia,county,36.0,25827
3410,44879.0,,Harrison,West Virginia,county,4.0,25545
3411,35504.0,,Jackson,West Virginia,county,21.0,26377
3412,47932.0,,Jefferson,West Virginia,county,2.0,25545
3413,45416.0,,Kanawha,West Virginia,county,3.0,25115
3414,36503.0,,Lewis,West Virginia,county,18.0,24901
3415,28802.0,,Lincoln,West Virginia,county,48.0,26384
3416,34605.0,,Logan,West Virginia,county,29.0,25601
3417,29370.0,,McDowell,West Virginia,county,50.0,24925
3418,40236.0,,Marion,West Virginia,county,11.0,26755
3419,38082.0,,Marshall,West Virginia,county,16.0,
3420,31690.0,,Mason,West Virginia,county,40.0,25260
3421,35745.0,,Mercer,West Virginia,county,23.0,
3422,37261.0,,Mineral,West Virginia,county,19.0,26150
3423,30457.0,,Mingo,West Virginia,county,45.0,25811
3424,42782.0,,Monongalia,West Virginia,county,6.0,
3425,29430.0,,Monroe,West Virginia,county,51.0,26283
3426,33190.0,,Morgan,West Virginia,county,35.0,"26501,26505,26506,26508"
3427,31916.0,,Nicholas,West Virginia,county,37.0,
3428,60899.0,,Ohio,West Virginia,county,1.0,25854
3429,35236.0,,Pendleton,West Virginia,county,31.0,25965
3430,41357.0,,Pleasants,West Virginia,county,7.0,25550
3431,36785.0,,Pocahontas,West Virginia,county,20.0,25159
3432,34296.0,,Preston,West Virginia,county,30.0,26141
3433,43973.0,,Putnam,West Virginia,county,5.0,
3434,38646.0,,Raleigh,West Virginia,county,15.0,
3435,34896.0,,Randolph,West Virginia,county,28.0,
3436,34962.0,,Ritchie,West Virginia,county,25.0,
3437,32902.0,,Roane,West Virginia,county,33.0,25165
3438,31876.0,,Summers,West Virginia,county,42.0,26651
3439,37954.0,,Taylor,West Virginia,county,17.0,
3440,40081.0,,Tucker,West Virginia,county,13.0,
3441,35457.0,,Tyler,West Virginia,county,24.0,
3442,31213.0,,Upshur,West Virginia,county,41.0,
3443,31596.0,,Wayne,West Virginia,county,38.0,25570
3444,27011.0,,Webster,West Virginia,county,55.0,26288
3445,33106.0,,Wetzel,West Virginia,county,26.0,
3446,30138.0,,Wirt,West Virginia,county,44.0,26062
3447,39614.0,,Wood,West Virginia,county,9.0,26031
3448,28818.0,,Wyoming,West Virginia,county,49.0,24898
3449,28818.0,,Wyoming,West Virginia,county,49.0,24898
3450,38296.0,,Adams,Wisconsin,county,70.0,53910
3451,39041.0,,Ashland,Wisconsin,county,65.0,54806
3452,46722.0,,Barron,Wisconsin,county,21.0,54812
3453,45766.0,,Bayfield,Wisconsin,county,22.0,54814
3454,50295.0,,Brown,Wisconsin,county,10.0,53006
3455,43191.0,,Buffalo,Wisconsin,county,48.0,
3456,41293.0,,Burnett,Wisconsin,county,58.0,53922
3457,49038.0,,Calumet,Wisconsin,county,16.0,
3458,44108.0,,Chippewa,Wisconsin,county,38.0,54729
3459,39389.0,,Clark,Wisconsin,county,67.0,54005
3460,48837.0,,Columbia,Wisconsin,county,14.0,53925
3461,40294.0,,Crawford,Wisconsin,county,62.0,54484
3462,58522.0,,Dane,Wisconsin,county,4.0,53529
3463,42808.0,,Dodge,Wisconsin,county,47.0,54625
3464,60281.0,,Door,Wisconsin,county,3.0,
3465,40800.0,,Douglas,Wisconsin,county,57.0,54618
3466,38216.0,,Dunn,Wisconsin,county,68.0,
3467,45852.0,,Eau Claire,Wisconsin,county,24.0,"54701,54703"
3468,50884.0,,Florence,Wisconsin,county,7.0,54121
3469,46203.0,,Fond du Lac,Wisconsin,county,25.0,"54935,54937"
3470,39608.0,,Forest,Wisconsin,county,61.0,53532
3471,41598.0,,Grant,Wisconsin,county,53.0,54840
3472,49039.0,,Green,Wisconsin,county,15.0,"54301,54302,54303,54304,54311"
3473,43894.0,,Green Lake,Wisconsin,county,39.0,54941
3474,46211.0,,Iowa,Wisconsin,county,27.0,54945
3475,48743.0,,Iron,Wisconsin,county,12.0,
3476,43876.0,,Jackson,Wisconsin,county,34.0,53037
3477,44085.0,,Jefferson,Wisconsin,county,36.0,53549
3478,36478.0,,Juneau,Wisconsin,county,71.0,53039
3479,44674.0,,Kenosha,Wisconsin,county,32.0,"53140,53142,53143,53144"
3480,45165.0,,Kewaunee,Wisconsin,county,37.0,54216
3481,47816.0,,La Crosse,Wisconsin,county,18.0,"54601,54603"
3482,41984.0,,Lafayette,Wisconsin,county,56.0,
3483,42067.0,,Langlade,Wisconsin,county,55.0,
3484,43826.0,,Lincoln,Wisconsin,county,43.0,53525
3485,46174.0,,Manitowoc,Wisconsin,county,29.0,54220
3486,47965.0,,Marathon,Wisconsin,county,17.0,54448
3487,42214.0,,Marinette,Wisconsin,county,52.0,54143
3488,39504.0,,Marquette,Wisconsin,county,64.0,
3489,29065.0,,Menominee,Wisconsin,county,72.0,53051
3490,45338.0,,Milwaukee,Wisconsin,county,30.0,"53202,53203,53204,53205,53206"
3491,40214.0,,Monroe,Wisconsin,county,60.0,53566
3492,44284.0,,Oconto,Wisconsin,county,45.0,54153
3493,49310.0,,Oneida,Wisconsin,county,11.0,54155
3494,49360.0,,Outagamie,Wisconsin,county,13.0,
3495,79764.0,,Ozaukee,Wisconsin,county,1.0,
3496,46734.0,,Pepin,Wisconsin,county,28.0,54759
3497,44273.0,,Pierce,Wisconsin,county,40.0,54465
3498,44972.0,,Polk,Wisconsin,county,35.0,
3499,44020.0,,Portage,Wisconsin,county,42.0,53901
3500,44184.0,,Price,Wisconsin,county,46.0,54556
3501,47419.0,,Racine,Wisconsin,county,20.0,"53402,53403,53404,53405,53406"
3502,41440.0,,Richland,Wisconsin,county,54.0,53581
3503,42189.0,,Rock,Wisconsin,county,50.0,53556
3504,42647.0,,Rusk,Wisconsin,county,51.0,53574
3505,53225.0,,St. Croix,Wisconsin,county,6.0,54024
3506,46414.0,,Sauk,Wisconsin,county,23.0,53583
3507,43696.0,,Sawyer,Wisconsin,county,41.0,54560
3508,40847.0,,Shawano,Wisconsin,county,59.0,54166
3509,50722.0,,Sheboygan,Wisconsin,county,9.0,"53081,53083"
3510,37910.0,,Taylor,Wisconsin,county,69.0,54659
3511,42695.0,,Trempealeau,Wisconsin,county,49.0,54661
3512,38791.0,,Vernon,Wisconsin,county,66.0,53593
3513,51640.0,,Vilas,Wisconsin,county,8.0,54664
3514,47760.0,,Walworth,Wisconsin,county,19.0,53184
3515,45460.0,,Washburn,Wisconsin,county,31.0,54891
3516,55813.0,,Washington,Wisconsin,county,5.0,53074
3517,69085.0,,Waukesha,Wisconsin,county,2.0,"53186,53188,53189"
3518,43732.0,,Waupaca,Wisconsin,county,44.0,54981
3519,39273.0,,Waushara,Wisconsin,county,63.0,"53186,53188,53189"
3520,46131.0,,Winnebago,Wisconsin,county,26.0,
3521,44776.0,,Wood,Wisconsin,county,33.0,54817
3522,44776.0,,Wood,Wisconsin,county,33.0,54817
3523,39627.0,,Albany,Wyoming,county,21.0,82050
3524,35627.0,,Big Horn,Wyoming,county,23.0,
3525,49502.0,,Campbell,Wyoming,county,9.0,
3526,53844.0,,Carbon,Wyoming,county,3.0,
3527,50044.0,,Converse,Wyoming,county,6.0,82715
3528,43572.0,,Crook,Wyoming,county,16.0,
3529,41232.0,,Fremont,Wyoming,county,18.0,
3530,41256.0,,Goshen,Wyoming,county,19.0,
3531,49984.0,,Hot Springs,Wyoming,county,5.0,82224
3532,48287.0,,Johnson,Wyoming,county,13.0,
3533,49746.0,,Laramie,Wyoming,county,10.0,"82070,82072"
3534,39981.0,,Lincoln,Wyoming,county,20.0,
3535,62751.0,,Natrona,Wyoming,county,2.0,82646
3536,46768.0,,Niobrara,Wyoming,county,12.0,
3537,51543.0,,Park,Wyoming,county,7.0,82838
3538,47044.0,,Platte,Wyoming,county,14.0,
3539,54470.0,,Sheridan,Wyoming,county,4.0,82801
3540,49372.0,,Sublette,Wyoming,county,11.0,82720
3541,50354.0,,Sweetwater,Wyoming,county,8.0,
3542,227753.0,,Teton,Wyoming,county,1.0,
3543,38154.0,,Uinta,Wyoming,county,22.0,
3544,44930.0,,Washakie,Wyoming,county,15.0,82514
3545,42816.0,,Weston,Wyoming,county,17.0,82731
3546,42816.0,,Weston,Wyoming,county,17.0,82731
