Faribault,39293,73
Fillmore,42314,62
Freeborn,42680,60
Goodhue,50549,21
Grant,49241,24
Hennepin,71259,1
Houston,49849,25
Hubbard,41490,74
Isanti,42424,68
Itasca,40982,72
Jackson,51130,22
Kanabec,41568,79
Kandiyohi,52905,19
Kittson,51621,14
Koochiching,39101,81
Lac qui Parle,49663,13
Lake,46072,50
Lake of the Woods,54505,10
Le Sueur,47571,44
Lincoln,45043,47
Lyon,47254,41
McLeod,48060,42
Mahnomen,35314,87
Marshall,50165,29
Martin,50035,35
Meeker,42780,70
Mille Lacs,40411,82
Morrison,40898,78
Mower,44400,48
Murray,52140,18
Nicollet,48282,40
Nobles,43642,63
Norman,39765,66
Olmsted,55163,8
Otter Tail,46460,49
Pennington,52920,15
Pine,36249,86
Pipestone,55698,9
Polk,46227,43
Pope,47984,26
Ramsey,52490,17
Red Lake,50000,28
Redwood,47379,39
Renville,50475,30
Rice,42091,67
Rock,50413,27
Roseau,47835,32
St. Louis,44863,55
Scott,57312,6
Sherburne,45221,58
Sibley,47136,59
Stearns,45278,57
Steele,44454,53
Stevens,47326,37
Swift,46025,31
Todd,40943,80
Traverse,51591,4
Wabasha,46270,46
Wadena,38325,85
Waseca,42952,64
Washington,65013,3
Watonwan,42773,77
Wilkin,53576,7
Winona,47477,36
Wright,48381,34
Yellow Medicine,53681,12
,,
Mississippi,36375,0
Adams,32428,47
Alcorn,34364,28
Amite,32432,51
Attala,32603,48
Benton,29198,73
Bolivar,36104,14
Calhoun,32079,54
Carroll,36056,17
Chickasaw,33663,35
Choctaw,31949,49
Claiborne,30364,68
Clarke,35268,25
Clay,37625,9
Coahoma,32818,46
Copiah,32250,52
Covington,34699,30
DeSoto,39022,5
Forrest,37202,10
Franklin,33236,44
George,31697,57
Greene,27973,77
Grenada,34458,32
Hancock,33998,33
Harrison,36087,20
Hinds,37633,8
Holmes,27367,78
Humphreys,29932,65
Issaquena,10996,82
Itawamba,33582,37
Jackson,36297,19
Jasper,36001,21
Jefferson,31910,53
Jefferson Davis,29568,74
Jones,36933,15
Kemper,28571,76
Lafayette,40377,3
Lamar,38885,6
Lauderdale,36534,16
Lawrence,33170,40
Leake,30286,69
Lee,40345,4
Leflore,34769,26
Lincoln,37484,11
Lowndes,36657,12
Madison,61566,1
Marion,32880,41
Marshall,31072,60
Monroe,33180,38
Montgomery,32883,43
Neshoba,35409,24
Newton,33778,39
Noxubee,31581,56
Oktibbeha,32748,42
Panola,31684,58
Pearl River,34803,27
Perry,30674,64
Pike,29966,70
Pontotoc,31956,55
Prentiss,29794,72
Quitman,25162,81
Rankin,43135,2
Scott,30866,62
Sharkey,30238,63
Simpson,35865,22
Smith,34495,29
Stone,30560,67
Sunflower,28926,71
Tallahatchie,27157,79
Tate,33572,34
Tippah,32614,45
Tishomingo,31711,50
Tunica,31035,59
Union,31432,61
Walthall,31271,66
Warren,37983,7
Washington,35916,18
Wayne,33261,36
Webster,36973,13
Wilkinson,28516,75
Winston,34214,31
Yalobusha,35020,23
Yazoo,26303,80
,,
Missouri,45744,0
Adair,31995,88
Andrew,43627,14
Atchison,46852,22
Audrain,38248,41
Barry,32994,76
Barton,35305,68
Bates,37826,50
Benton,35088,65
Bollinger,31359,96
Boone,46027,6
Buchanan,38364,44
Butler,34743,71
Caldwell,35671,59
Callaway,37438,53
Camden,37080,52
Cape Girardeau,44258,10
Carroll,44818,15
Carter,31202,100
Cass,45599,8
Cedar,30695,101
Chariton,42176,25
Christian,38955,39
Clark,34877,77
Clay,46747,4
Clinton,42067,18
Cole,45975,5
Cooper,37778,48
Crawford,34420,64
Dade,33394,81
Dallas,31995,92
Daviess,33550,78
DeKalb,27762,112
Dent,31694,91
Douglas,27092,111
Dunklin,32503,83
Franklin,43552,11
Gasconade,38720,38
Gentry,42137,29
Greene,43187,16
Grundy,33951,75
Harrison,37243,55
Henry,41289,17
Hickory,26925,115
Holt,46192,13
Howard,37770,51
Howell,32414,84
Iron,32809,82
Jackson,45310,9
Jasper,39267,42
Jefferson,40783,20
Johnson,35492,62
Knox,32511,94
Laclede,35355,63
Lafayette,41244,26
Lawrence,32930,80
Lewis,34177,72
Lincoln,39371,32
Linn,37897,36
Livingston,38646,45
McDonald,27565,114
Macon,40803,23
Madison,35592,61
Maries,31914,89
Marion,39193,31
Mercer,34160,97
Miller,34602,70
Mississippi,32205,98
Moniteau,36487,58
Monroe,39876,21
Montgomery,41245,35
Morgan,41398,19
New Madrid,32116,86
Newton,38011,46
Nodaway,29854,102
Oregon,28216,110
Osage,44031,12
Ozark,29019,105
Pemiscot,31486,93
Perry,39990,30
Pettis,36732,56
Phelps,37711,47
Pike,34128,74
Platte,57099,2
Polk,32640,87
Pulaski,39638,34
Putnam,33888,85
Ralls,40118,33
Randolph,38342,43
Ray,40694,24
Reynolds,33096,73
Ripley,30026,104
St. Charles,51137,3
St. Clair,29011,106
Ste. Genevieve,38041,27
St. Francois,32899,79
St. Louis,67368,1
Saline,38453,54
Schuyler,27926,109
Scotland,32456,90
Scott,39067,40
Shannon,28352,103
Shelby,38567,36
Stoddard,36037,60
Stone,37272,49
Sullivan,39075,57
Taney,34736,66
Texas,27080,113
Vernon,36117,67
Warren,39778,28
Washington,28414,107
Wayne,29061,108
Webster,31583,95
Worth,36159,69
Wright,30860,99
St. Louis City,45137,7
,,
Montana,45312,0
Beaverhead,43053,28
Big Horn,28131,56
Blaine,29329,55
Broadwater,38075,43
Carbon,44912,19
Carter,45046,32
Cascade,45291,18
Chouteau,32696,46
Custer,43211,27
Daniels,36517,16
Dawson,41391,24
Deer Lodge,37837,45
Fallon,48075,8
Fergus,41218,33
Flathead,45604,20
Gallatin,52337,2
Garfield,35337,47
Glacier,32465,53
Golden Valley,45549,10
Granite,41675,34
Hill,42696,25
Jefferson,46643,17
Judith Basin,45571,7
Lake,37473,42
Lewis and Clark,47214,13
Liberty,35086,39
Lincoln,33901,50
McCone,37820,38
Madison,46822,11
Meagher,43317,22
Mineral,37968,40
Missoula,47086,9
Musselshell,40034,35
Park,46050,15
Petroleum,34908,49
Phillips,36841,44
Pondera,38417,36
Powder River,32616,54
Powell,38803,41
Prairie,42098,26
Ravalli,42519,29
Richland,55123,1
Roosevelt,33611,52
Rosebud,40705,37
Sanders,33508,51
Sheridan,51826,3
Silver Bow,47009,12
Stillwater,49065,5
Sweet Grass,42167,30
Teton,41597,31
Toole,41874,23
Treasure,43436,14
Valley,44298,21
Wheatland,33292,48
Wibaux,48000,6
Yellowstone,49899,4
,,
Nebraska,50663,0
Adams,46838,39
Antelope,46749,58
Arthur,38440,59
Banner,47049,5
Blaine,50623,63
Boone,51707,15
Box Butte,45096,52
Boyd,47471,11
Brown,47401,25
Buffalo,51634,14
Burt,47778,31
Butler,44557,54
Cass,50955,18
Cedar,49736,20
Chase,45521,37
Cherry,44551,68
Cheyenne,47667,47
Clay,44165,55
Colfax,39161,81
Cuming,56805,4
Custer,44158,73
Dakota,40534,85
Dawes,36124,93
Dawson,40642,82
Deuel,39143,74
Dixon,41756,75
Dodge,45367,53
Douglas,60202,2
Dundy,49255,19
Fillmore,54567,8
Franklin,43032,56
Frontier,41620,72
Furnas,44954,41
Gage,47267,34
Garden,39119,88
Garfield,41369,78
Gosper,45414,22
Grant,39233,83
Greeley,41735,69
Hall,41813,80
Hamilton,52577,13
Harlan,40488,50
Hayes,41504,66
Hitchcock,36388,90
Holt,51310,26
Hooker,51251,23
Howard,41389,87
Jefferson,45580,44
Johnson,36160,92
Kearney,53680,10
Keith,42074,62
Keya Paha,57783,3
Kimball,43458,77
Knox,43274,46
Lancaster,47565,33
Lincoln,44829,60
Logan,41823,91
Loup,49483,67
McPherson,47877,65
Madison,47981,29
Merrick,45743,51
Morrill,46306,40
Nance,36183,89
Nemaha,48198,43
Nuckolls,45687,28
Otoe,51478,17
Pawnee,43716,42
Perkins,51096,12
Phelps,51269,21
Pierce,51176,7
Platte,46431,36
Polk,47203,27
Red Willow,43499,61
Richardson,46076,48
Rock,53598,38
Saline,41042,79
Sarpy,48385,30
Saunders,49967,24
Scotts Bluff,41969,76
Seward,47742,35
Sheridan,42935,57
Sherman,38751,70
Sioux,43225,84
Stanton,44814,49
Thayer,49838,6
Thomas,51695,16
Thurston,41500,86
Valley,42957,64
Washington,54969,9
Wayne,43428,71
Webster,45263,45
Wheeler,60085,1
York,47461,32
,,
Nevada,46914,0
Churchill,41609,10
Clark,45087,6
Douglas,70128,1
Elko,44746,8
Esmeralda,43346,11
Eureka,37990,12
Humboldt,45977,7
Lander,60805,2
Lincoln,35087,16
Lyon,36999,13
Mineral,36585,14
Nye,36551,15
Pershing,32938,17
Storey,52606,3
Washoe,56151,4
White Pine,42007,9
Carson City,48065,5
,,
New Hampshire,58397,0
Belknap,58036,3
Carroll,56486,5
Cheshire,49671,7
Coos,41448,10
Grafton,57494,4
Hillsborough,58305,2
Merrimack,55169,6
Rockingham,70163,1
Strafford,48263,9
Sullivan,49427,8
,,
New Jersey,64924,0
Atlantic,46549,19
Bergen,81483,4
Burlington,59389,10
Camden,51852,16
Cape May,57976,13
Cumberland,38630,21
Essex,64232,8
Gloucester,52455,15
Hudson,62461,9
Hunterdon,84958,3
Mercer,65877,6
Middlesex,58172,12
Monmouth,75762,5
Morris,93555,2
Ocean,49749,17
Passaic,48294,18
Salem,46435,20
Somerset,99533,1
Sussex,58717,11
Union,65036,7
Warren,53405,14
,,
New Mexico,39521,0
Bernalillo,42112,6
Catron,30739,29
Chaves,38118,11
Cibola,27098,32
Colfax,38637,12
Curry,43467,5
De Baca,38634,13
Doña Ana,35144,19
Eddy,47687,3
Grant,38237,10
Guadalupe,31501,27
Harding,36820,16
Hidalgo,38969,8
Lea,38167,4
Lincoln,39661,7
Los Alamos,67791,1
Luna,29887,30
McKinley,26636,33
Mora,34013,20
Otero,33339,23
Quay,36686,18
Rio Arriba,33084,24
Roosevelt,39614,14
Sandoval,39928,9
San Juan,33613,21
San Miguel,32971,25
Santa Fe,55273,2
Sierra,38415,15
Socorro,32718,22
Taos,36575,17
Torrance,29072,31
Union,32519,28
Valencia,32111,26
,,
New York,65644,0
Albany,59429,7
Allegany,34137,62
Bronx,36321,61
Broome,42970,35
Cattaraugus,38988,53
Cayuga,40976,43
Chautauqua,40102,49
Chemung,42745,37
Chenango,40907,45
Clinton,43228,38
Columbia,53880,11
Cortland,39592,50
Delaware,38175,55
Dutchess,53918,10
Erie,49957,19
Essex,44298,28
Franklin,37006,60
Fulton,42068,42
Genesee,42425,40
Greene,46011,24
Hamilton,51880,12
Herkimer,40487,47
Jefferson,45476,25
Kings,50301,17
Lewis,43095,39
Livingston,44054,30
Madison,43019,36
Monroe,51316,14
Montgomery,41112,46
Nassau,85168,3
New York,182821,1
Niagara,44181,31
Oneida,43413,34
Onondaga,51012,15
Ontario,51842,13
Orange,49912,18
Orleans,38049,57
Oswego,39285,51
Otsego,42188,41
Putnam,62662,6
Queens,47956,22
Rensselaer,47797,23
Richmond,54563,9
Rockland,57966,8
St. Lawrence,36935,59
Saratoga,64977,5
Schenectady,49202,20
Schoharie,39357,48
Schuyler,40772,44
Seneca,37724,58
Steuben,43582,33
Suffolk,65445,4
Sullivan,44483,26
Tioga,44115,29
Tompkins,43466,32
Ulster,48508,21
Warren,50611,16
Washington,39189,52
Wayne,45153,27
Westchester,103169,2
Wyoming,39139,54
Yates,38824,56
,,
North Carolina,44180,0
Alamance,38141,42
Alexander,36178,55
Alleghany,36949,54
Anson,33531,81
Ashe,35368,64
Avery,34942,63
Beaufort,40279,30
Bertie,33839,79
Bladen,33917,83
Brunswick,41619,27
Buncombe,46143,12
Burke,33747,75
Cabarrus,43546,22
Caldwell,33792,74
Camden,43656,19
Carteret,47248,10
Caswell,34566,73
Catawba,43318,18
Chatham,59921,2
Cherokee,31101,96
Chowan,38904,34
Clay,32611,86
Cleveland,36182,53
Columbus,31351,95
Craven,41831,23
Cumberland,36990,45
Currituck,43885,17
Dare,53834,5
Davidson,37867,43
Davie,45965,13
Duplin,33900,88
Durham,48051,8
Edgecombe,33327,78
Forsyth,47062,11
Franklin,34674,65
Gaston,39795,31
Gates,35418,67
Graham,31517,90
Granville,36852,46
Greene,32493,94
Guilford,44268,15
Halifax,34615,68
Harnett,33064,82
Haywood,38634,37
Henderson,41286,26
Hertford,31830,93
Hoke,29898,97
Hyde,42039,25
Iredell,48027,9
Jackson,31851,91
Johnston,38249,40
Jones,38420,47
Lee,38287,38
Lenoir,39268,33
Lincoln,43920,16
McDowell,32721,85
Macon,38762,39
Madison,32655,87
Martin,33727,80
Mecklenburg,58539,3
Mitchell,34699,69
Montgomery,33760,72
Moore,49257,7
Nash,40255,29
New Hanover,43722,21
Northampton,33064,84
Onslow,44836,14
Orange,63460,1
Pamlico,41610,24
Pasquotank,38091,41
Pender,35296,70
Perquimans,39533,35
Person,36510,51
Pitt,39873,32
Polk,43202,20
Randolph,35910,58
Richmond,34272,76
Robeson,28270,100
Rockingham,35862,56
Rowan,36576,52
Rutherford,31351,92
Sampson,36130,71
Scotland,31732,89
Stanly,37703,44
Stokes,35623,59
Surry,37284,48
Swain,37192,50
Transylvania,40066,28
Tyrrell,29728,99
Union,49251,6
Vance,33671,77
Wake,55860,4
Warren,29360,98
Washington,34757,66
Watauga,35384,61
Wayne,37309,49
Wilkes,35681,62
Wilson,38746,36
Yadkin,36046,57
Yancey,34410,60
,,
North Dakota,52669,0
Adams,59898,16
Barnes,51317,24
Benson,31802,52
Billings,73638,1
Bottineau,50630,18
Bowman,58542,11
Burke,61857,5
Burleigh,56041,19
Cass,53945,22
Cavalier,57084,3
Dickey,46920,33
Divide,48780,45
Dunn,58392,14
Eddy,50853,30
Emmons,46819,42
Foster,62124,7
Golden Valley,42654,48
Grand Forks,49288,37
Grant,43501,49
Griggs,53404,25
Hettinger,49252,38
Kidder,46102,40
LaMoure,45878,21
Logan,54915,13
McHenry,46146,34
McIntosh,57695,15
McKenzie,58378,8
McLean,48957,28
Mercer,58294,20
Morton,50301,35
Mountrail,53085,17
Nelson,60168,12
Oliver,46260,46
Pembina,52261,41
Pierce,46147,36
Ramsey,46644,47
Ransom,50854,23
Renville,51213,10
Richland,49749,32
Rolette,34033,50
Sargent,58106,4
Sheridan,31244,51
Sioux,27871,53
Slope,44331,43
Stark,59310,9
Steele,58300,6
Stutsman,49889,29
Towner,45601,31
Traill,50421,39
Walsh,47825,44
Ward,51354,27
Wells,55222,26
Williams,65617,2
,,
Ohio,46651,0
Adams,33343,82
Allen,40712,40
Ashland,36962,70
Ashtabula,37112,68
Athens,32414,85
Auglaize,46638,18
Belmont,39612,43
Brown,35830,75
Butler,45335,21
Carroll,38047,59
Champaign,39658,51
Clark,39235,53
Clermont,51123,9
Clinton,43518,29
Columbiana,36481,73
Coshocton,33511,80
Crawford,37139,64
Cuyahoga,52313,8
Darke,40146,41
Defiance,39462,48
Delaware,71434,1
Erie,59366,3
Fairfield,44441,26
Fayette,37148,69
Franklin,48659,15
Fulton,43517,30
Gallia,37425,58
Geauga,65854,2
Greene,48224,16
Guernsey,38473,57
Hamilton,56795,5
Hancock,49251,11
Hardin,31427,84
Harrison,37514,67
Henry,43622,28
Highland,35029,78
Hocking,36851,72
Holmes,42772,32
Huron,39074,56
Jackson,34597,79
Jefferson,37350,61
Knox,40700,44
Lake,48600,14
Lawrence,36580,65
Licking,44464,27
Logan,41115,39
Lorain,44299,25
Lucas,44230,23
Madison,40598,45
Mahoning,41326,38
Marion,36753,71
Medina,53364,6
Meigs,33091,83
Mercer,47672,12
Miami,45639,20
Monroe,31984,81
Montgomery,44998,22
Morgan,31810,86
Morrow,37585,66
Muskingum,39195,54
Noble,25881,88
Ottawa,49171,10
Paulding,38111,52
Perry,36048,76
Pickaway,39759,50
Pike,36186,74
Portage,42176,34
Preble,38751,55
Putnam,46590,17
Richland,37865,62
Ross,35512,77
Sandusky,39827,47
Scioto,36917,63
Seneca,38104,60
Shelby,44072,24
Stark,43297,33
Summit,48894,13
Trumbull,39457,49
Tuscarawas,41603,37
Union,53461,7
Van Wert,39815,42
Vinton,32114,87
Warren,57376,4
Washington,40332,36
Wayne,42143,35
Williams,39838,46
Wood,45082,19
Wyandot,42162,31
,,
Oklahoma,43634,0
Adair,28197,76
Alfalfa,38924,33
Atoka,30968,66
Beaver,47038,7
Beckham,35662,40
Blaine,39136,28
Bryan,33396,56
Caddo,33526,53
Canadian,43108,15
Carter,40816,22
Cherokee,30907,68
Choctaw,30521,70
Cimarron,59361,3
Cleveland,43042,14
Coal,31645,59
Comanche,39667,27
Cotton,38520,25
Craig,34497,50
Creek,38749,32
Custer,39009,26
Delaware,30427,74
Dewey,40245,16
Ellis,51419,5
Garfield,42493,17
Garvin,36372,39
Grady,38134,35
Grant,44908,12
Greer,26804,77
Harmon,35064,52
Harper,44080,10
Haskell,31417,67
Hughes,30335,71
Jackson,37594,38
Jefferson,31246,69
Johnston,34105,45
Kay,38992,31
Kingfisher,46572,6
Kiowa,32195,65
Latimer,31867,62
Le Flore,31925,64
Lincoln,34087,51
Logan,41299,20
Love,36160,41
McClain,43174,13
McCurtain,31105,72
McIntosh,32223,61
Major,40204,19
Marshall,31695,63
Mayes,33357,54
Murray,40754,24
Muskogee,35112,44
Noble,40176,30
Nowata,34386,47
Okfuskee,28627,75
Oklahoma,48979,4
Okmulgee,32391,58
Osage,33687,55
Ottawa,34453,49
Pawnee,34381,48
Payne,35285,43
Pittsburg,36456,37
Pontotoc,40802,21
Pottawatomie,36010,42
Pushmataha,30841,73
Roger Mills,43257,8
Rogers,43717,11
Seminole,32016,57
Sequoyah,32171,60
Stephens,38772,29
Texas,44897,9
Tillman,40902,34
Tulsa,58024,2
Wagoner,37728,36
Washington,57820,1
Washita,33857,46
Woods,40195,23
Woodward,41901,18
,,
Oregon,48372,0
Baker,38217,26
Benton,44519,8
Clackamas,55478,2
Clatsop,43220,13
Columbia,42135,15
Coos,41682,18
Crook,39763,25
Curry,40885,21
Deschutes,53033,5
Douglas,38822,28
Gilliam,45345,7
Grant,39949,22
Harney,36911,32
Hood River,52750,4
Jackson,44533,9
Jefferson,31738,35
Josephine,39166,24
Klamath,38367,29
Lake,37029,30
Lane,43960,10
Lincoln,42009,16
Linn,40865,20
Malheur,29463,36
Marion,41119,19
Morrow,38728,33
Multnomah,54726,3
Polk,39554,23
Sherman,47700,6
Tillamook,42509,14
Umatilla,37734,31
Union,38138,27
Wallowa,43005,12
Wasco,42170,17
Washington,57787,1
Wheeler,35534,34
Yamhill,43328,11
,,
Pennsylvania,53144,0
Adams,47020,19
Allegheny,58965,5
Armstrong,42553,31
Beaver,45923,21
Bedford,40551,47
Berks,47412,18
Blair,44160,26
Bradford,39497,59
Bucks,69658,3
Butler,55614,7
Cambria,40721,45
Cameron,45312,22
Carbon,47605,16
Centre,44527,28
Chester,78645,1
Clarion,39286,57
Clearfield,42452,40
Clinton,38201,65
Columbia,40499,55
Crawford,38698,62
Cumberland,52703,10
Dauphin,48733,15
Delaware,62877,4
Elk,45932,20
Erie,42308,37
Fayette,40343,52
Forest,21458,67
Franklin,44239,27
Fulton,42503,30
Greene,42063,38
Huntingdon,36339,66
Indiana,37668,63
Jefferson,41582,41
Juniata,43589,34
Lackawanna,45388,25
Lancaster,49961,13
Lawrence,41382,43
Lebanon,46194,23
Lehigh,50697,12
Luzerne,43015,36
Lycoming,41587,44
McKean,42841,35
Mercer,40648,46
Mifflin,37730,64
Monroe,40393,51
Montgomery,75872,2
Montour,55164,8
Northampton,51895,11
Northumberland,40024,58
Perry,42789,39
Philadelphia,52629,9
Pike,45340,24
Potter,40149,50
Schuylkill,40585,49
Snyder,40322,53
Somerset,39845,56
Sullivan,43405,29
Susquehanna,42589,32
Tioga,39154,61
Union,39668,60
Venango,39572,54
Warren,40267,48
Washington,55749,6
Wayne,41630,42
Westmoreland,49062,14
Wyoming,42827,33
York,47835,17
,,
Rhode Island,52379,0
Bristol,74445,1
Kent,56928,4
Newport,65072,2
Providence,46164,5
Washington,60848,3
,,
South Carolina,42081,0
Abbeville,32937,30
Aiken,40893,11
Allendale,31593,34
Anderson,38391,15
Bamberg,31915,37
Barnwell,32117,33
Beaufort,53766,2
Berkeley,38885,14
Calhoun,37199,19
Charleston,58588,1
Cherokee,31686,35
Chester,32650,31
Chesterfield,29480,44
Clarendon,31979,35
Colleton,34184,27
Darlington,35965,22
Dillon,27035,46
Dorchester,37282,16
Edgefield,35426,26
Fairfield,35558,25
Florence,39941,12
Georgetown,45167,5
Greenville,46922,4
Greenwood,36067,23
Hampton,31054,41
Horry,35971,24
Jasper,27920,45
Kershaw,40130,13
Lancaster,47281,3
Laurens,33422,28
Lee,31553,40
Lexington,45533,7
McCormick,36014,18
Marion,30135,43
Marlboro,29857,42
Newberry,36802,21
Oconee,41722,9
Orangeburg,32849,32
Pickens,36973,20
Richland,44250,8
Saluda,33625,29
Spartanburg,41783,10
Sumter,36978,17
Union,31618,38
Williamsburg,31437,39
York,44804,6
,,
South Dakota,49554,0
Aurora,42188,47
Beadle,46034,35
Bennett,28660,60
Bon Homme,35017,54
Brookings,43952,45
Brown,50189,17
Brule,42426,44
Buffalo,22737,65
Butte,36758,55
Campbell,44080,29
Charles Mix,39423,48
Clark,41859,39
Clay,36999,53
Codington,46732,34
Corson,26699,59
Custer,46334,38
Davison,48035,27
Day,42440,42
Deuel,48310,23
Dewey,35572,58
Douglas,53839,9
Edmunds,44492,22
Fall River,45055,43
Faulk,36548,51
Grant,51817,11
Gregory,45911,40
Haakon,46388,31
Hamlin,41278,49
Hand,46450,12
Hanson,62500,6
Harding,50483,25
Hughes,51341,15
Hutchinson,47139,14
Hyde,53192,21
Jackson,25153,62
Jerauld,49664,13
Jones,49127,8
Kingsbury,44774,26
Lake,51089,20
Lawrence,47991,29
Lincoln,65423,5
Lyman,39763,41
McCook,48903,19
McPherson,34336,56
Marshall,42075,37
Meade,41862,50
Mellette,27828,61
Miner,47041,16
Minnehaha,55037,10
Moody,46213,33
Oglala Lakota,23987,64
Pennington,49414,24
Perkins,44019,52
Potter,63212,4
Roberts,33352,57
Sanborn,45654,36
Spink,47123,18
Stanley,66251,3
Sully,64360,2
Todd,24450,63
Tripp,44446,32
Turner,59210,7
Union,103772,1
Walworth,43197,46
Yankton,47715,28
Ziebach,19879,66
,,
Tennessee,44950,0
Anderson,40106,19
Bedford,35799,48
Benton,32715,68
Bledsoe,25154,94
Blount,41190,12
Bradley,37766,35
Campbell,32569,65
Cannon,34664,52
Carroll,34777,53
Carter,33088,59
Cheatham,41769,10
Chester,32532,69
Claiborne,33910,57
Clay,30471,84
Cocke,30637,81
Coffee,37323,39
Crockett,34675,51
Cumberland,35518,50
Davidson,62876,2
Decatur,40812,15
DeKalb,38125,28
Dickson,38766,27
Dyer,38310,26
Fayette,52993,3
Fentress,31029,79
Franklin,37289,36
Gibson,37414,40
Giles,37842,37
Grainger,31892,71
Greene,38618,29
Grundy,29839,85
Hamblen,35134,49
Hamilton,49813,4
Hancock,25777,93
Hardeman,28288,89
Hardin,37778,34
Hawkins,32806,62
Haywood,30348,80
Henderson,34542,56
Henry,40561,18
Hickman,31401,75
Houston,32184,74
Humphreys,38135,38
Jackson,29939,83
Jefferson,34289,55
Johnson,31510,78
Knox,47574,5
Lake,22576,95
Lauderdale,27910,91
Lawrence,33873,58
Lewis,32996,60
Lincoln,39511,20
Loudon,46340,9
McMinn,34645,54
McNairy,31310,76
Macon,32787,73
Madison,40781,13
Marion,36950,42
Marshall,36075,45
Maury,40901,14
Meigs,32771,70
Monroe,31971,72
Montgomery,40461,22
Moore,39731,21
Morgan,28339,90
Obion,39042,25
Overton,32381,67
Perry,33301,61
Pickett,38598,31
Polk,32647,66
Putnam,38079,32
Rhea,32842,63
Roane,39241,24
Robertson,40211,17
Rutherford,39262,22
Scott,28106,88
Sequatchie,36474,43
Sevier,37910,33
Shelby,47338,6
Smith,36263,44
Stewart,39111,30
Sullivan,40810,16
Sumner,46465,8
Tipton,37085,41
Trousdale,28849,87
Unicoi,35836,46
Union,30516,82
Van Buren,30207,86
Warren,33253,64
Washington,41539,11
Wayne,27448,92
Weakley,36146,47
White,31628,77
Williamson,91001,1
Wilson,46989,7
,,
Texas,47929,0
Anderson,32547,220
Andrews,45092,53
Angelina,37004,169
Aransas,44891,59
Archer,47302,50
Armstrong,44118,62
Atascosa,35464,192
Austin,48552,49
Bailey,43956,115
Bandera,41696,100
Bastrop,34895,196
Baylor,39407,128
Bee,27543,248
Bell,41905,111
Bexar,43878,74
Blanco,49915,43
Borden,52707,11
Bosque,40266,131
Bowie,38758,150
Brazoria,45575,67
Brazos,37278,163
Brewster,42271,79
Briscoe,33565,209
Brooks,33258,222
Brown,37219,170
Burleson,40718,112
Burnet,44593,70
Caldwell,32083,223
Calhoun,36603,171
Callahan,37170,161
Cameron,27427,246
Camp,37235,172
Carson,42974,72
Cass,35274,191
Castro,50578,110
Chambers,52075,37
Cherokee,33534,219
Childress,28853,242
Clay,40793,117
Cochran,40119,174
Coke,39046,125
Coleman,38663,141
Collin,63468,9
Collingsworth,35124,227
Colorado,45012,68
Comal,56325,22
Comanche,39960,116
Concho,18998,254
Cooke,50624,36
Coryell,33142,221
Cottle,57757,25
Crane,42497,64
Crockett,38073,134
Crosby,30754,235
Culberson,47328,35
Dallam,53368,42
Dallas,55947,19
Dawson,35739,189
Deaf Smith,41626,145
Delta,34263,211
Denton,53763,30
DeWitt,51763,34
Dickens,31270,234
Dimmit,34316,194
Donley,42778,78
Duval,34884,199
Eastland,61573,6
Ector,42548,66
Edwards,32845,210
Ellis,42741,88
El Paso,34242,203
Erath,37707,156
Falls,31999,215
Fannin,36567,185
Fayette,50750,38
Fisher,35079,71
Floyd,36911,186
Foard,39486,106
Fort Bend,55217,24
Franklin,37675,154
Freestone,35528,190
Frio,27076,251
Gaines,35234,201
Galveston,49618,44
Garza,27844,243
Gillespie,57351,18
Glasscock,91960,3
Goliad,41448,95
Gonzales,41211,102
Gray,42217,92
Grayson,40662,118
Gregg,43101,80
Grimes,33946,207
Guadalupe,43161,84
Hale,30784,229
Hall,26903,241
Hamilton,57022,17
Hansford,61180,13
Hardeman,37991,176
Hardin,44273,76
Harris,53708,28
Harrison,39812,124
Hartley,64268,14
Haskell,33593,216
Hays,41539,97
Hemphill,55393,20
Henderson,37992,155
Hidalgo,25451,252
Hill,37228,164
Hockley,38165,168
Hood,48989,48
Hopkins,37630,166
Houston,35966,179
Howard,36824,148
Hudspeth,31643,228
Hunt,36753,181
Hutchinson,39702,132
Irion,63268,7
Jack,39458,91
Jackson,39122,127
Jasper,39391,139
Jeff Davis,39037,107
Jefferson,42223,90
Jim Hogg,29753,236
Jim Wells,38766,144
Johnson,40237,129
Jones,29605,237
Karnes,46427,55
Kaufman,41440,109
Kendall,81411,4
Kenedy,48206,98
Kent,47512,33
Kerr,47670,52
Kimble,40848,103
King,43682,31
Kinney,28883,240
Kleberg,37388,167
Knox,35560,173
Lamar,40213,140
Lamb,37320,175
Lampasas,48084,57
La Salle,34012,204
Lavaca,48444,46
Lee,44829,69
Leon,37335,147
Liberty,36112,187
Limestone,33679,205
Lipscomb,60405,10
Live Oak,33333,206
Llano,45617,65
Loving,50853,27
Lubbock,40717,114
Lynn,34432,226
McCulloch,36784,182
McLennan,39680,136
McMullen,68178,5
Madison,29391,239
Marion,35869,180
Martin,51647,29
Mason,43190,85
Matagorda,40088,143
Maverick,28590,238
Medina,37878,160
Menard,33800,208
Midland,110511,2
Milam,35117,200
Mills,36251,188
Mitchell,30799,232
Montague,39683,120
Montgomery,60783,12
Moore,40370,135
Morris,41091,101
Motley,28478,245
Nacogdoches,35922,184
Navarro,36495,183
Newton,32100,225
Nolan,40545,105
Nueces,42474,87
