,unique_county,COPD,CHOLSCREEN,KIDNEY,BINGE,CHECKUP,PHLTH,OBESITY,ARTHRITIS,CASTHMA,DENTAL,SLEEP,CANCER,LPA,BPHIGH,DIABETES,STROKE,BPMED,CSMOKING,MHLTH,CHD,Rank,County-equivalent,State,Per capitaincome,Medianhouseholdincome,Medianfamilyincome,Population,Number ofhouseholds,fips
67,DavidsonTennessee,7.133333333333332,74.73525641025644,2.666025641025639,12.268589743589747,71.57115384615385,13.942948717948717,33.076282051282064,24.795512820512812,10.118589743589745,55.590384615384615,36.92628205128205,5.5974358974359,29.4153846153846,33.88205128205126,10.837820512820521,3.1685897435897443,75.53333333333336,21.816666666666663,14.526282051282063,5.851923076923077,444,Davidson,Tennessee,28467.0,47335.0,58535.0,"638,395","256,745",47037.0
68,DavisUtah,3.861111111111111,68.0611111111111,2.011111111111111,11.977777777777778,58.07222222222222,9.35,25.57777777777778,20.277777777777775,9.094444444444445,71.85,32.40555555555555,5.283333333333334,20.23888888888889,22.777777777777782,6.466666666666666,1.9944444444444445,67.3111111111111,10.416666666666668,10.805555555555557,3.827777777777778,828,Davis,Utah,26035.0,69707.0,76888.0,"311,886","95,238",49011.0
69,DeKalbGeorgia,4.499999999999999,78.30909090909091,2.4,17.66363636363636,71.59090909090911,9.618181818181817,26.663636363636364,17.963636363636365,9.354545454545454,67.70909090909089,38.53636363636363,4.972727272727273,22.063636363636366,29.772727272727266,8.909090909090908,2.590909090909091,72.71818181818183,15.445454545454544,10.709090909090909,4.127272727272728,414,DeKalb,Georgia,28810.0,50856.0,60182.0,"700,308","264,496",13089.0
70,Delaware CountyIndiana,9.2125,65.10000000000001,2.929166666666666,14.341666666666663,65.37916666666665,15.470833333333331,35.12916666666666,26.91666666666666,10.791666666666666,53.29583333333333,38.712500000000006,6.2124999999999995,31.583333333333332,34.16250000000001,11.025,3.866666666666666,72.52916666666667,26.066666666666663,16.295833333333338,7.533333333333332,2125,Delaware County,Indiana,20854.0,37474.0,51591.0,"117,575","46,325",18035.0
71,Delaware CountyOhio,3.4,75.5,1.55,22.0,69.75,6.8,25.15,14.05,8.3,75.6,35.150000000000006,4.05,19.700000000000003,20.85,5.0,1.25,67.35,14.6,9.600000000000001,2.5,45,Delaware County,Ohio,40189.0,89757.0,103564.0,"178,139","64,208",39041.0
72,DentonTexas,4.544444444444445,72.26565656565657,2.04040404040404,18.066666666666656,66.74040404040403,9.489898989898991,26.967676767676764,17.264646464646454,8.163636363636362,63.03636363636367,32.164646464646474,4.832323232323234,24.596969696969683,25.39595959595959,7.760606060606062,2.0010101010101002,69.62121212121214,15.314141414141407,10.289898989898987,4.034343434343432,148,Denton,Texas,33855.0,74155.0,90086.0,"687,857","243,394",48121.0
73,DenverColorado,4.550349650349651,70.87412587412588,2.4629370629370615,20.05664335664335,60.45244755244758,10.409790209790211,20.45594405594406,18.807692307692307,8.99510489510489,62.325874125874144,28.41958041958042,5.396503496503495,17.94405594405595,23.841258741258738,7.2391608391608395,2.4454545454545444,65.73216783216783,17.751048951048954,11.004895104895104,4.303496503496503,168,Denver,Colorado,33251.0,50313.0,63705.0,"619,297","266,069",8031.0
74,DeschutesOregon,5.158333333333333,74.16666666666667,2.4,18.53333333333333,61.30833333333334,11.166666666666666,23.649999999999995,24.149999999999995,9.433333333333334,68.975,29.908333333333335,6.783333333333332,15.583333333333334,24.71666666666667,7.875,2.5083333333333333,70.38333333333334,16.258333333333336,12.158333333333333,5.025,558,Deschutes,Oregon,27524.0,50209.0,61488.0,"160,565","64,568",41017.0
75,DorchesterSouth Carolina,4.6,77.1,1.94,17.599999999999998,66.5,10.1,28.560000000000002,20.32,8.14,66.4,35.36,4.9399999999999995,23.179999999999996,28.22,7.56,2.04,72.88,17.54,12.420000000000002,3.8599999999999994,1170,Dorchester,South Carolina,24495.0,53857.0,62753.0,"139,802","50,321",45035.0
76,DoughertyGeorgia,8.924,71.85600000000001,3.516,11.98,76.708,16.688,40.68,27.264,12.147999999999998,47.98799999999999,47.036,5.428000000000001,34.14000000000001,43.187999999999995,15.408,5.132000000000001,75.91199999999999,24.716000000000005,15.768000000000002,7.295999999999999,2665,Dougherty,Georgia,18619.0,31671.0,38145.0,"94,220","35,661",13095.0
77,DouglasColorado,4.1,83.0,1.9,18.1,64.9,8.3,18.8,21.0,8.8,79.2,27.7,6.1,14.8,23.2,5.1,1.8,67.2,13.1,9.3,3.6,27,Douglas,Colorado,43634.0,101591.0,112930.0,"293,014","103,780",8035.0
78,DouglasKansas,4.544444444444445,63.67222222222223,2.0055555555555555,21.11111111111111,62.62777777777777,8.18888888888889,28.233333333333334,15.422222222222224,9.144444444444446,67.11666666666669,28.094444444444445,4.638888888888889,20.061111111111114,21.000000000000004,5.661111111111112,1.9166666666666667,66.67222222222223,17.333333333333332,10.444444444444441,3.6944444444444446,764,Douglas,Kansas,26342.0,49508.0,70955.0,"112,210","43,398",20045.0
79,DouglasNebraska,5.567832167832167,70.12167832167827,2.5538461538461528,20.86223776223775,64.31468531468533,10.318881118881114,31.87762237762237,22.587412587412597,8.28111888111888,64.17692307692309,32.718881118881114,6.1335664335664335,27.055944055944046,29.725174825174836,9.41188811188811,2.965734265734267,75.98531468531469,21.24755244755244,10.46783216783217,5.423776223776225,385,Douglas,Nebraska,29180.0,53325.0,69754.0,"524,697","204,226",31055.0
80,Doña AnaNew Mexico,5.9479999999999995,67.22800000000001,3.036,13.696,61.508,13.843999999999996,30.579999999999995,22.320000000000004,9.296,63.692,31.54,5.632,24.195999999999998,27.772000000000002,10.176000000000002,2.9119999999999995,73.27200000000002,15.984000000000002,12.504000000000001,5.792000000000001,2442,Doña Ana,New Mexico,19565.0,37933.0,44518.0,"211,175","73,797",35013.0
81,DuPageIllinois,3.6256410256410256,79.2025641025641,1.8794871794871797,19.7974358974359,68.24102564102563,7.756410256410259,24.9025641025641,18.47948717948718,7.93333333333333,75.10769230769229,30.784615384615375,5.438461538461539,20.761538461538468,24.189743589743582,6.784615384615384,1.6871794871794874,71.73076923076923,11.976923076923075,8.735897435897435,3.658974358974358,56,DuPage,Illinois,38570.0,78487.0,95208.0,"922,803","336,028",17043.0
82,DurhamNorth Carolina,5.533898305084746,74.60000000000001,2.5762711864406787,16.022033898305086,69.95932203389832,11.764406779661016,27.550847457627107,20.67627118644068,9.196610169491526,63.5457627118644,34.20508474576272,5.015254237288134,23.808474576271177,30.423728813559322,9.581355932203389,3.071186440677966,71.1305084745763,17.79152542372882,12.41864406779661,4.935593220338981,370,Durham,North Carolina,29347.0,51853.0,66448.0,"276,494","111,276",37063.0
83,DuvalFlorida,7.618902439024385,75.81890243902438,2.809146341463415,14.485365853658541,72.80426829268292,14.414024390243897,32.14573170731706,26.097560975609756,9.358536585365846,56.275000000000006,38.4170731707317,6.07012195121951,28.02926829268293,34.76402439024391,11.29939024390244,3.5963414634146345,75.97682926829269,21.07134146341463,14.719512195121949,6.365243902439025,807,Duval,Florida,26143.0,48323.0,59238.0,"872,598","330,897",12031.0
84,East Baton RougeLouisiana,6.607812499999999,70.83125000000001,2.951562500000001,15.417187500000004,74.05468749999999,14.067187499999996,35.595312500000006,23.853125000000002,9.617187500000002,55.109375,36.778125,5.4421875,31.978124999999995,37.99531249999999,12.459374999999998,3.8750000000000004,76.946875,19.55625,15.192187499999998,6.3812500000000005,559,East Baton Rouge,Louisiana,27505.0,48506.0,63558.0,"441,901","167,422",22033.0
85,EatonMichigan,6.25,71.3,2.6500000000000004,18.65,71.85,12.45,41.5,22.85,11.100000000000001,59.55,42.45,4.5,26.8,32.15,10.65,3.0,71.94999999999999,22.549999999999997,13.65,4.9,727,Eaton,Michigan,26582.0,54115.0,65740.0,"107,920","43,362",26045.0
86,EctorTexas,6.126086956521739,69.62173913043478,2.617391304347826,16.86086956521739,65.31304347826087,13.282608695652176,33.63478260869565,20.330434782608698,8.469565217391306,53.17391304347827,35.36086956521739,5.495652173913045,32.32173913043478,31.234782608695657,11.056521739130435,2.9217391304347826,74.63913043478261,17.85217391304348,12.086956521739133,5.9,1225,Ector,Texas,24247.0,51466.0,59067.0,"141,542","49,962",48135.0
87,El PasoColorado,5.370873786407764,73.71067961165048,2.3980582524271843,16.431067961165038,64.16310679611654,10.93495145631068,22.259223300970874,23.524271844660195,9.319417475728157,65.21844660194174,30.02621359223301,6.0902912621359215,18.991262135922337,24.73203883495145,7.195145631067962,2.5378640776699033,68.49708737864077,18.07864077669902,10.989320388349507,4.813592233009709,409,El Paso,Colorado,28867.0,57125.0,70728.0,"634,423","237,039",8041.0
88,El PasoTexas,5.525954198473283,68.44809160305344,3.444274809160307,15.516793893129767,65.29389312977099,14.743511450381686,34.496183206106885,19.361832061068704,7.84961832061069,52.687022900763324,34.067938931297725,4.9091603053435104,32.803816793893134,31.81374045801527,14.457251908396941,3.175572519083969,74.54809160305342,15.06641221374046,12.214503816793888,6.410687022900763,2708,El Paso,Texas,18379.0,40157.0,44619.0,"813,015","255,573",48141.0
89,ErieNew York,8.245569620253162,72.48354430379747,3.1544303797468363,16.010126582278478,74.18860759493671,16.321518987341776,37.85189873417721,27.256962025316458,12.197468354430377,53.87974683544303,43.70886075949365,5.605063291139242,35.2632911392405,36.87721518987341,12.917721518987344,4.2708860759493685,74.2784810126582,23.740506329113916,15.812658227848093,6.653164556962027,499,Erie,New York,27978.0,50653.0,65897.0,"919,230","380,152",36029.0
90,EriePennsylvania,9.186666666666666,68.61333333333332,3.12,17.480000000000004,71.08,15.576666666666666,36.463333333333345,30.73333333333333,10.770000000000001,54.333333333333336,37.853333333333346,6.216666666666667,33.67,32.923333333333325,12.03,4.203333333333332,76.07333333333332,26.993333333333336,15.740000000000002,7.64666666666667,1235,Erie,Pennsylvania,24189.0,45202.0,58451.0,"280,518","109,675",42049.0
91,EssexMassachusetts,7.210000000000001,69.7975,2.9349999999999996,15.772499999999997,74.01,15.737500000000002,31.905,23.962500000000006,10.602499999999997,55.8875,42.55499999999999,4.9825,37.19500000000001,29.327499999999986,12.167499999999999,3.222500000000001,73.12500000000003,21.919999999999998,16.620000000000005,6.397499999999999,117,Essex,Massachusetts,35167.0,67311.0,84185.0,"750,808","286,008",25009.0
92,EssexNew Jersey,7.0229885057471275,69.33448275862072,3.1873563218390806,13.666666666666664,77.82298850574706,16.013793103448272,38.49655172413792,21.43218390804597,10.489655172413794,48.811494252873565,49.229885057471286,4.2862068965517235,37.419540229885044,36.049425287356335,13.687356321839077,4.10574712643678,73.08045977011496,23.34022988505746,15.781609195402297,6.018390804597704,216,Essex,New Jersey,32181.0,55095.0,69448.0,"785,853","277,302",34013.0
93,FairfieldConnecticut,5.435999999999999,76.13799999999996,2.479,18.022999999999993,68.92900000000003,12.110999999999999,27.589000000000002,21.381000000000004,10.318,64.81200000000001,37.215,5.768000000000002,27.30500000000001,27.647000000000006,9.412,2.8279999999999994,71.78799999999998,17.507999999999996,13.07099999999999,5.292999999999999,13,Fairfield,Connecticut,48721.0,82283.0,104250.0,"926,233","332,655",9001.0
94,FairfieldOhio,4.55,72.94999999999999,1.85,19.15,70.0,9.4,31.049999999999997,18.75,9.8,67.1,40.2,4.1,24.35,26.25,7.3,1.85,70.9,20.6,12.15,3.3499999999999996,642,Fairfield,Ohio,27031.0,58786.0,70352.0,"147,110","54,309",39045.0
95,FayetteKentucky,7.886585365853662,72.74390243902438,2.4524390243902436,16.971951219512196,71.88048780487802,12.982926829268292,30.54024390243903,24.136585365853673,10.421951219512193,64.27560975609754,37.493902439024396,5.76219512195122,27.43048780487805,33.25,9.74268292682927,2.8036585365853672,75.42317073170729,21.679268292682927,12.795121951219512,6.009756097560975,379,Fayette,Kentucky,29251.0,48398.0,67973.0,"300,843","123,142",21067.0
96,FlaglerFlorida,8.813333333333333,81.60666666666665,3.2533333333333334,14.906666666666668,74.61333333333333,14.606666666666666,27.973333333333336,30.060000000000002,8.620000000000001,61.893333333333324,33.79333333333334,8.793333333333335,27.286666666666672,37.89333333333334,12.440000000000001,4.026666666666666,81.31333333333333,18.253333333333334,12.839999999999998,8.78,1168,Flagler,Florida,24497.0,47233.0,53823.0,"97,301","35,647",12035.0
97,ForsythNorth Carolina,7.372058823529412,76.4058823529412,3.132352941176471,13.60588235294117,74.2264705882353,14.291176470588233,32.723529411764694,26.450000000000006,9.427941176470588,59.89117647058821,36.39705882352942,6.216176470588235,27.335294117647052,36.53823529411766,12.020588235294117,4.0558823529411745,76.8264705882353,21.67499999999999,13.438235294117643,6.995588235294115,735,Forsyth,North Carolina,26541.0,45724.0,59764.0,"354,656","140,439",37067.0
98,Fort BendTexas,4.2122448979591836,77.83061224489798,2.2489795918367346,15.191836734693874,71.86530612244896,9.614285714285716,30.144897959183677,18.355102040816327,7.9734693877551,63.59795918367347,36.561224489795926,5.087755102040815,26.616326530612252,30.236734693877544,10.048979591836734,2.3999999999999995,76.3673469387755,13.3469387755102,9.355102040816327,4.281632653061226,141,Fort Bend,Texas,34084.0,85297.0,94931.0,"608,939","191,406",48157.0
99,FranklinOhio,7.255752212389383,71.29911504424777,2.7141592920353985,18.720796460176995,70.4252212389381,12.887610619469037,32.74070796460177,23.442035398230086,10.36194690265487,61.40486725663717,41.25575221238937,5.168584070796463,28.813274336283186,31.723451327433658,10.997787610619477,3.314601769911504,73.47389380530974,23.679203539823014,13.903097345132739,5.635840707964601,461,Franklin,Ohio,28283.0,50877.0,64693.0,"1,181,824","468,295",39049.0
100,FresnoCalifornia,6.063945578231293,68.12312925170069,2.831972789115647,16.8204081632653,63.86190476190479,14.763265306122454,29.302040816326528,19.644217687074843,9.45578231292517,57.89659863945579,32.394557823129254,5.132653061224487,23.77551020408164,28.68027210884354,10.961224489795912,3.122448979591837,68.11360544217685,16.342176870748297,14.344217687074833,5.634693877551015,2291,Fresno,California,20208.0,45563.0,50884.0,"939,605","289,811",6019.0
101,FultonGeorgia,5.681142857142858,76.91142857142859,2.749142857142856,16.598857142857153,73.64685714285714,11.293142857142854,29.994857142857136,21.229142857142854,9.720571428571425,64.42400000000002,39.50342857142857,5.2908571428571385,24.68514285714286,33.47485714285714,10.703428571428569,3.292571428571427,72.40857142857142,17.241714285714295,11.606285714285725,5.129142857142857,89,Fulton,Georgia,36757.0,56857.0,75658.0,"948,554","368,184",13121.0
102,GalvestonTexas,4.536363636363636,78.19999999999999,2.0272727272727273,19.381818181818183,68.64545454545454,9.672727272727272,28.863636363636363,18.599999999999998,7.854545454545454,71.2090909090909,32.199999999999996,5.509090909090909,25.35454545454546,29.25454545454545,7.8090909090909095,2.0272727272727273,74.16363636363637,15.69090909090909,9.681818181818182,4.181818181818182,280,Galveston,Texas,30926.0,61877.0,76204.0,"296,669","110,032",48167.0
103,GastonNorth Carolina,8.424137931034481,76.38275862068966,2.96551724137931,13.603448275862073,71.91724137931034,15.77586206896552,32.92758620689656,27.47931034482758,9.555172413793104,54.07241379310344,38.76206896551724,6.286206896551724,31.127586206896552,36.42413793103448,11.475862068965519,3.948275862068966,76.98620689655172,23.97586206896552,14.534482758620692,7.162068965517241,1650,Gaston,North Carolina,22658.0,42017.0,51851.0,"207,263","79,450",37071.0
104,GeneseeMichigan,11.158974358974358,68.74615384615386,4.028205128205128,14.064102564102564,72.0897435897436,19.44871794871795,42.62564102564102,34.94358974358974,13.76923076923077,50.689743589743586,44.92564102564102,5.546153846153846,37.0897435897436,42.0923076923077,16.52564102564103,5.71025641025641,75.79743589743589,32.233333333333334,17.938461538461542,8.7,1715,Genesee,Michigan,22380.0,42089.0,53072.0,"421,575","165,669",26049.0
105,GreeneMissouri,8.155999999999999,69.266,2.7400000000000007,15.517999999999999,67.89199999999998,14.345999999999998,33.589999999999996,27.355999999999998,9.739999999999998,53.29800000000001,33.28,6.7520000000000024,28.333999999999996,30.65,10.065999999999997,3.333999999999999,75.96399999999998,24.64,14.42,6.65,1405,Greene,Missouri,23520.0,40337.0,53359.0,"278,231","115,574",29077.0
106,GreggTexas,7.442105263157895,71.22105263157896,2.9000000000000004,15.857894736842109,69.27894736842104,14.0,35.05789473684211,23.431578947368422,9.178947368421055,52.37894736842105,35.92105263157895,6.242105263157896,33.06315789473685,34.773684210526326,11.710526315789473,3.668421052631578,76.92105263157895,20.357894736842105,12.747368421052629,6.652631578947369,1271,Gregg,Texas,24064.0,45525.0,56869.0,"122,258","45,292",48183.0
107,GuilfordNorth Carolina,6.433636363636362,76.28363636363633,2.7809090909090908,14.871818181818183,72.66090909090909,13.026363636363635,32.129090909090905,23.891818181818174,9.310909090909094,58.65000000000002,34.933636363636374,5.896363636363638,26.89272727272727,34.016363636363636,10.451818181818176,3.41909090909091,74.25545454545454,20.37,12.839090909090904,5.985454545454545,749,Guilford,North Carolina,26461.0,45431.0,58551.0,"495,326","196,463",37081.0
108,HamiltonIndiana,4.0375,80.59583333333335,1.9708333333333332,16.204166666666662,68.10833333333333,8.0875,27.275000000000002,20.829166666666666,7.962499999999998,79.09166666666667,29.99166666666667,6.216666666666668,17.845833333333335,27.312499999999996,6.783333333333331,1.8125,72.47916666666667,12.25,9.066666666666666,4.204166666666667,49,Hamilton,Indiana,39521.0,82468.0,99768.0,"282,977","103,234",18057.0
109,HamiltonOhio,8.321739130434784,70.26347826086958,3.157391304347827,17.27217391304347,73.50521739130436,14.559999999999999,35.049565217391304,24.305217391304343,11.142608695652179,56.97652173913045,39.08869565217391,5.406086956521738,29.390434782608704,34.7313043478261,12.914782608695653,4.0504347826086935,77.50869565217396,23.773043478260863,14.355652173913043,6.521739130434784,349,Hamilton,Ohio,29681.0,48593.0,65392.0,"802,481","327,914",39061.0
110,HamiltonTennessee,9.265999999999998,76.16400000000002,3.204,10.468000000000002,74.524,17.27,33.406000000000006,28.206,10.674000000000003,53.15,37.896,6.369999999999999,33.184,40.534,14.104000000000001,4.317999999999999,79.43200000000003,25.514,15.83,7.723999999999998,607,Hamilton,Tennessee,27229.0,46702.0,60329.0,"340,973","135,496",47065.0
111,HampdenMassachusetts,8.410810810810812,70.75945945945945,3.3189189189189188,15.821621621621619,74.86486486486487,18.116216216216216,36.432432432432435,28.9,12.386486486486485,55.42432432432432,43.48918918918919,5.31891891891892,35.135135135135144,32.016216216216215,13.335135135135138,3.910810810810811,75.64054054054054,24.267567567567564,18.04054054054054,7.370270270270272,874,Hampden,Massachusetts,25817.0,49094.0,61474.0,"465,144","177,990",25013.0
112,Hampton CityVirginia,6.463636363636363,76.3060606060606,2.751515151515151,16.133333333333336,77.26666666666667,11.984848484848486,35.91818181818182,24.084848484848482,9.754545454545454,64.85151515151516,44.30606060606061,5.636363636363638,27.1,37.03636363636364,12.212121212121211,3.551515151515151,76.87878787878786,20.184848484848484,12.393939393939396,5.581818181818182,1005,Hampton City,Virginia,25247.0,50705.0,62991.0,"136,957","52,511",51650.0
113,HarrisTexas,5.778885135135142,68.3819256756756,2.793074324324323,15.814864864864855,67.64375000000004,13.21064189189189,34.04966216216214,18.73023648648647,8.799999999999999,53.52804054054055,36.34679054054058,4.817229729729732,32.449493243243246,30.439527027027033,12.502027027027024,3.1699324324324305,72.06013513513511,17.692736486486474,12.420439189189178,5.652871621621623,509,Harris,Texas,27899.0,53137.0,60594.0,"4,182,285","1,434,694",48201.0
114,HarrisonMississippi,7.209090909090909,70.94999999999999,2.9909090909090907,12.872727272727273,72.16818181818182,15.609090909090908,36.01363636363636,27.13636363636364,8.85909090909091,54.47727272727273,39.29545454545455,5.754545454545454,38.74999999999999,40.99545454545455,12.87272727272727,4.009090909090909,75.90454545454546,25.422727272727272,15.259090909090908,6.7,1646,Harrison,Mississippi,22677.0,43124.0,51941.0,"190,756","72,253",28047.0
115,HarrisonTexas,6.800000000000001,75.9,2.4,17.8,68.94999999999999,11.8,30.5,23.75,8.55,62.15,32.8,6.85,28.549999999999997,31.5,9.3,2.85,77.25,18.1,11.3,6.25,1479,Harrison,Texas,23236.0,45675.0,55113.0,"66,467","23,415",48203.0
116,HartfordConnecticut,7.144262295081968,69.35901639344264,2.991803278688525,14.136065573770491,72.21639344262294,16.13114754098361,35.34918032786885,23.477049180327867,12.67704918032787,57.326229508196725,40.627868852459024,4.8999999999999995,33.0688524590164,33.95573770491802,12.668852459016392,3.721311475409836,70.51639344262297,22.816393442622957,16.50819672131147,6.111475409836063,127,Hartford,Connecticut,34698.0,64967.0,81805.0,"895,827","347,874",9003.0
117,HennepinMinnesota,4.3145454545454545,71.53090909090908,2.2812121212121226,20.289090909090906,68.67999999999998,9.687878787878788,25.235757575757575,17.813939393939396,8.453333333333337,69.03393939393935,31.076363636363627,5.393333333333335,20.65333333333333,24.523030303030296,7.427272727272723,2.464242424242425,72.06787878787875,17.20363636363636,10.075757575757576,4.295757575757576,73,Hennepin,Minnesota,37485.0,64403.0,84559.0,"1,170,623","481,263",27053.0
118,HidalgoTexas,5.816129032258063,66.40967741935485,3.4516129032258056,13.419354838709676,63.52258064516128,15.812903225806453,37.07258064516129,19.658064516129034,7.767741935483868,52.00967741935483,32.430645161290336,4.629032258064515,34.433870967741946,30.95161290322581,14.9,3.22258064516129,73.54677419354842,14.65,12.903225806451617,6.559677419354837,3091,Hidalgo,Texas,14222.0,34146.0,36884.0,"790,646","217,691",48215.0
119,HillsboroughFlorida,6.885185185185185,73.20462962962962,2.942592592592592,16.748148148148147,70.92777777777779,14.676851851851849,28.12962962962963,22.553703703703714,8.988888888888884,54.220370370370375,38.68981481481481,5.319444444444446,26.79259259259259,31.571296296296303,11.725925925925923,3.4944444444444436,71.80925925925928,20.754629629629633,14.537037037037035,6.118518518518515,621,Hillsborough,Florida,27149.0,49596.0,59894.0,"1,257,913","471,340",12057.0
120,HillsboroughNew Hampshire,7.123404255319148,75.72553191489362,2.4787234042553195,17.69148936170212,71.52978723404254,11.98936170212766,28.985106382978728,24.444680851063826,10.540425531914895,63.6744680851064,36.304255319148936,6.563829787234043,27.02765957446808,28.81276595744681,8.955319148936175,2.7617021276595746,73.99787234042553,19.41914893617021,12.831914893617022,5.763829787234042,134,Hillsborough,New Hampshire,34390.0,69829.0,84430.0,"402,017","154,324",33011.0
121,HindsMississippi,7.232692307692309,70.7730769230769,3.4942307692307697,10.296153846153846,79.21153846153844,16.555769230769233,40.7,26.200000000000003,10.276923076923076,46.89807692307693,44.50769230769231,5.303846153846154,39.5076923076923,45.436538461538476,15.91346153846154,5.1173076923076914,79.13653846153846,24.375,15.896153846153842,6.863461538461539,2224,Hinds,Mississippi,20448.0,37626.0,47132.0,"246,300","87,844",28049.0
122,HonoluluHawaii,4.197008547008548,71.08547008547004,2.5833333333333344,18.745726495726505,68.62863247863245,9.639316239316233,21.994444444444447,17.733760683760682,8.834615384615379,70.0017094017094,47.24871794871796,5.552564102564099,23.11581196581197,31.272222222222204,9.134615384615385,2.625213675213676,72.92948717948715,14.173076923076914,9.096153846153847,4.325213675213675,311,Honolulu,Hawaii,30361.0,72764.0,85440.0,"964,678","309,803",15003.0
123,HoustonGeorgia,6.872222222222223,74.71111111111111,2.5999999999999996,16.049999999999997,73.13333333333333,13.233333333333333,35.349999999999994,23.533333333333335,10.361111111111109,57.68333333333333,41.34444444444445,5.233333333333333,29.755555555555556,35.86111111111111,10.600000000000001,3.2222222222222228,72.66666666666669,21.955555555555552,13.622222222222225,5.5,1014,Houston,Georgia,25195.0,54893.0,66233.0,"143,205","52,330",13153.0
124,HudsonNew Jersey,4.889285714285715,72.99999999999999,2.5928571428571425,15.625,77.22619047619045,12.129761904761901,25.6595238095238,18.314285714285713,8.22142857142857,57.88571428571429,44.27619047619048,4.1880952380952365,32.97380952380953,29.63214285714285,10.716666666666665,2.6535714285714285,72.63333333333337,18.236904761904764,12.402380952380952,4.882142857142857,196,Hudson,New Jersey,32641.0,58442.0,62168.0,"644,605","243,875",34017.0
125,InghamMichigan,7.694736842105264,71.34473684210526,2.873684210526316,19.381578947368425,69.31052631578946,13.452631578947367,35.09473684210527,26.257894736842104,10.992105263157896,64.39473684210525,35.602631578947374,5.686842105263159,25.923684210526314,30.95,10.050000000000004,3.278947368421052,73.20789473684212,22.255263157894742,13.821052631578949,6.1,1101,Ingham,Michigan,24754.0,45321.0,62971.0,"281,531","108,823",26065.0
126,JacksonMissouri,7.781595092024538,72.5061349693251,3.0368098159509196,16.681595092024548,69.8116564417178,15.079141104294488,38.277914110429435,27.40552147239265,10.352147239263806,53.59325153374229,36.214723926380366,6.321472392638038,28.039263803680978,35.71165644171777,13.166871165644173,3.9901840490797538,77.00368098159508,23.43496932515338,14.220858895705522,6.892024539877301,822,Jackson,Missouri,26062.0,47015.0,60580.0,"675,641","271,545",29095.0
127,JacksonOregon,7.599999999999999,68.825,2.9749999999999996,16.720000000000002,61.765,15.7,29.639999999999997,27.185000000000002,10.7,56.335,32.86500000000001,7.165000000000002,20.455000000000002,29.619999999999997,10.39,3.63,71.94000000000001,21.875000000000004,15.584999999999999,6.820000000000002,1190,Jackson,Oregon,24378.0,44005.0,53254.0,"205,117","83,140",41029.0
128,JeffersonAlabama,8.275238095238098,76.5209523809524,3.291428571428572,12.209523809523812,76.22761904761907,14.979999999999997,39.271428571428565,29.80285714285715,10.952380952380956,54.13523809523809,44.329523809523785,5.855238095238096,34.31999999999999,41.20571428571428,15.113333333333332,4.620000000000001,79.45142857142855,22.4,14.509523809523808,7.1057142857142885,669,Jefferson,Alabama,26906.0,45429.0,59095.0,"658,552","259,634",1073.0
129,JeffersonColorado,5.058620689655172,76.50689655172415,2.305747126436781,16.832183908045977,61.99655172413793,10.462068965517236,20.880459770114935,23.621839080459775,8.835632183908048,68.88160919540232,26.54827586206896,6.686206896551723,17.400000000000002,24.120689655172413,6.3839080459770114,2.3839080459770114,69.41149425287355,16.056321839080457,10.087356321839081,4.62873563218391,103,Jefferson,Colorado,36087.0,68984.0,84957.0,"540,669","219,562",8059.0
130,JeffersonKentucky,9.66388888888889,74.05111111111111,2.861666666666667,16.715555555555557,76.20722222222228,14.52277777777778,35.20388888888889,28.92222222222222,11.117777777777773,60.05111111111108,37.68666666666668,6.754444444444445,31.458888888888886,40.10111111111112,11.999444444444444,3.6222222222222205,77.92999999999998,25.699999999999996,13.534444444444446,7.614999999999999,504,Jefferson,Kentucky,27925.0,46959.0,61622.0,"746,580","305,832",21111.0
131,JeffersonLouisiana,7.0,74.8722222222222,2.9,17.544444444444444,73.83333333333334,14.905555555555557,36.422222222222224,27.466666666666665,8.81666666666667,58.12777777777777,38.21666666666667,6.288888888888888,34.43333333333333,37.65,13.261111111111113,3.5833333333333335,80.61111111111111,20.955555555555552,14.33333333333333,7.105555555555556,668,Jefferson,Louisiana,26908.0,48261.0,61131.0,"433,477","167,251",22051.0
132,JeffersonTexas,7.30294117647059,70.96764705882354,3.188235294117647,15.938235294117646,72.6058823529412,14.732352941176469,38.14411764705883,23.450000000000006,9.685294117647059,50.23235294117647,38.76470588235294,5.602941176470588,35.30588235294118,37.61764705882354,14.308823529411768,4.294117647058825,77.77352941176471,21.820588235294114,12.982352941176472,6.849999999999999,1480,Jefferson,Texas,23236.0,42568.0,53650.0,"252,157","92,634",48245.0
133,JohnsonIowa,4.2,63.98823529411764,1.9470588235294115,22.47058823529412,67.65882352941176,8.252941176470587,25.664705882352937,16.917647058823526,8.6,70.1764705882353,26.917647058823523,4.823529411764705,21.976470588235294,20.66470588235294,5.852941176470589,1.8705882352941179,68.08235294117648,16.65294117647059,10.694117647058823,3.6705882352941175,357,Johnson,Iowa,29592.0,53424.0,79964.0,"134,034","54,005",19103.0
