,unique_county,COPD,CHOLSCREEN,KIDNEY,BINGE,CHECKUP,PHLTH,OBESITY,ARTHRITIS,CASTHMA,DENTAL,SLEEP,CANCER,LPA,BPHIGH,DIABETES,STROKE,BPMED,CSMOKING,MHLTH,CHD,Rank,County-equivalent,State,Per capitaincome,Medianhouseholdincome,Medianfamilyincome,Population,Number ofhouseholds,fips
275,St. CharlesMissouri,5.194999999999999,76.35999999999999,1.9,20.17,65.225,10.52,29.440000000000005,22.470000000000002,8.655,66.26500000000001,33.150000000000006,5.784999999999999,25.12,26.379999999999995,7.055,2.0349999999999997,72.95500000000001,19.619999999999997,11.73,4.299999999999999,241,St. Charles,Missouri,31586.0,71077.0,83907.0,"365,101","135,974",29183.0
276,St. JosephIndiana,8.815909090909088,69.32727272727273,3.236363636363636,14.404545454545458,66.67045454545456,15.695454545454549,37.02045454545454,27.686363636363637,10.559090909090907,53.07272727272728,40.768181818181816,6.365909090909091,32.42954545454547,36.85681818181818,12.845454545454546,4.263636363636364,76.38409090909089,23.67954545454546,15.031818181818181,7.8159090909090905,1408,St. Joseph,Indiana,23509.0,44582.0,56861.0,"266,694","101,947",18141.0
277,St. Louis CityMissouri,8.02735849056604,70.06698113207547,3.2518867924528307,15.247169811320756,71.94811320754718,16.226415094339615,37.12830188679246,26.400000000000013,11.179245283018869,49.35849056603775,40.258490566037736,5.515094339622641,31.10283018867926,35.98962264150944,14.050943396226414,4.613207547169811,77.08207547169812,26.987735849056616,15.489622641509438,6.883962264150942,1538,St. Louis City,Missouri,23048.0,34582.0,43627.0,"318,955","140,652",29510.0
278,St. Louis CountyMinnesota,5.9,68.06857142857142,2.5114285714285702,21.265714285714285,68.35714285714285,12.251428571428571,29.305714285714288,23.16000000000001,8.825714285714287,66.80857142857144,30.668571428571436,6.408571428571428,24.9,25.434285714285714,8.26,2.8599999999999994,74.90571428571431,21.142857142857142,11.354285714285714,5.654285714285713,845,St. Louis County,Minnesota,25946.0,46517.0,63168.0,"200,327","85,238",27137.0
279,St. LucieFlorida,8.185714285714287,78.10952380952382,2.9142857142857146,16.257142857142856,70.4952380952381,14.485714285714286,28.709523809523812,26.77619047619048,8.85714285714286,60.785714285714285,36.32380952380952,7.328571428571427,28.1,32.590476190476195,11.461904761904762,3.5714285714285716,77.7809523809524,20.26190476190476,13.78095238095238,7.638095238095237,1466,St. Lucie,Florida,23285.0,43413.0,50334.0,"281,015","106,060",12111.0
280,StanislausCalifornia,6.691803278688524,70.1967213114754,2.821311475409837,16.795081967213115,63.33442622950819,15.152459016393443,29.540983606557376,22.737704918032783,9.532786885245903,57.84098360655739,35.64426229508198,5.818032786885246,24.57868852459016,30.68360655737705,10.62622950819672,3.206557377049181,68.12131147540981,17.693442622950823,14.545901639344264,6.078688524590165,1908,Stanislaus,California,21663.0,49297.0,55432.0,"518,321","166,883",6099.0
281,StarkOhio,10.607692307692304,71.45384615384616,3.3538461538461535,15.392307692307693,71.97692307692307,16.830769230769224,37.93846153846154,31.453846153846147,11.211538461538463,51.630769230769225,41.21923076923076,6.453846153846153,33.226923076923065,37.2,13.919230769230767,4.538461538461539,79.63846153846154,27.01538461538462,15.942307692307692,8.219230769230771,1179,Stark,Ohio,24453.0,45641.0,57381.0,"375,348","150,003",39151.0
282,Suffolk CityVirginia,6.482142857142857,80.2535714285714,2.6249999999999996,15.014285714285709,77.74285714285713,11.75357142857143,34.93214285714286,25.621428571428574,9.142857142857142,65.55000000000003,39.17142857142857,6.303571428571429,28.471428571428568,37.69642857142858,11.885714285714286,3.4285714285714284,79.43571428571428,19.364285714285717,11.767857142857142,5.767857142857143,386,Suffolk City,Virginia,29135.0,66085.0,78565.0,"84,842","30,492",51800.0
283,SuffolkMassachusetts,5.4872832369942195,72.11387283236999,2.4416184971098254,21.557803468208085,74.42080924855487,11.295953757225428,22.708092485549138,17.965895953757233,11.064161849710983,65.14393063583815,36.71329479768785,4.8468208092485545,26.72658959537572,26.075144508670515,8.977456647398844,2.6722543352601154,70.74739884393063,16.754335260115617,13.82312138728324,4.6427745664739914,193,Suffolk,Massachusetts,32835.0,53540.0,61449.0,"735,701","288,240",25025.0
284,SummitOhio,9.825757575757576,69.3969696969697,3.331818181818182,14.833333333333336,73.0,16.239393939393935,35.080303030303035,28.46363636363636,11.242424242424246,50.071212121212135,44.228787878787884,6.268181818181818,32.866666666666674,37.60303030303031,13.72878787878788,4.412121212121211,77.70606060606063,27.328787878787878,15.534848484848483,7.501515151515153,519,Summit,Ohio,27818.0,49669.0,64157.0,"541,592","220,375",39153.0
285,TarrantTexas,6.181818181818175,69.32190082644628,2.675619834710744,17.36033057851239,65.48925619834714,12.943801652892553,32.60123966942149,19.258264462809922,8.949173553719012,54.59876033057854,36.76280991735535,5.030165289256194,31.069834710743805,30.310743801652904,10.929752066115704,3.0652892561983474,72.82190082644624,18.48140495867769,12.484297520661164,5.543801652892562,464,Tarrant,Texas,28266.0,56853.0,67436.0,"1,848,423","659,736",48439.0
286,TaylorTexas,7.240000000000001,67.71428571428571,2.7828571428571425,16.779999999999994,65.68571428571428,13.57142857142857,33.91142857142857,22.634285714285717,9.108571428571429,53.86000000000001,34.988571428571426,5.808571428571429,32.01142857142857,30.651428571428564,10.71428571428571,3.2285714285714273,73.15714285714286,19.905714285714282,12.865714285714288,6.382857142857142,1511,Taylor,Texas,23141.0,44891.0,56565.0,"132,588","49,304",48441.0
287,TippecanoeIndiana,7.378947368421054,69.66842105263159,2.5736842105263156,15.731578947368419,66.71578947368421,13.310526315789472,35.01052631578948,23.652631578947368,9.742105263157892,59.07368421052631,37.52105263157895,6.3315789473684205,30.07894736842105,29.442105263157895,9.194736842105264,3.0315789473684216,74.46315789473682,21.510526315789473,13.826315789473684,6.336842105263158,1362,Tippecanoe,Indiana,23691.0,44246.0,63086.0,"175,628","66,667",18157.0
288,Tom GreenTexas,6.527272727272727,69.77727272727272,2.8045454545454542,17.099999999999998,67.00909090909092,12.831818181818182,30.44090909090909,21.56363636363636,8.44090909090909,55.50454545454544,32.64090909090909,6.290909090909091,30.813636363636363,30.686363636363637,11.263636363636367,3.1454545454545455,74.93636363636362,17.68181818181818,11.66818181818182,6.613636363636363,1358,Tom Green,Texas,23712.0,44545.0,57722.0,"111,969","42,286",48451.0
289,TravisTexas,4.352910052910052,70.66931216931219,2.203703703703704,21.96084656084656,63.941798941798915,9.709523809523814,26.719576719576732,14.237037037037036,7.744973544973548,62.68835978835978,29.58518518518517,4.637566137566132,23.412698412698425,23.226455026455028,7.8915343915343925,2.1105820105820103,69.29788359788354,14.75767195767196,10.44867724867724,3.887830687830688,170,Travis,Texas,33206.0,58025.0,73951.0,"1,063,248","411,876",48453.0
290,TulareCalifornia,6.238095238095238,72.12380952380951,2.804761904761905,17.490476190476187,63.83333333333332,14.004761904761908,30.52380952380953,20.6,9.028571428571428,63.457142857142856,32.733333333333334,5.966666666666668,22.961904761904766,28.952380952380953,9.999999999999998,3.0571428571428574,69.69999999999999,14.79047619047619,13.414285714285716,5.790476190476191,2798,Tulare,California,17894.0,42708.0,45500.0,"446,644","131,642",6107.0
291,TulsaOklahoma,7.373026315789472,71.88486842105262,2.800657894736842,12.669078947368419,66.5657894736842,13.859210526315788,33.44605263157894,25.50394736842104,9.655921052631577,53.94934210526318,36.12631578947368,6.255921052631577,32.48947368421052,35.60197368421054,10.73026315789474,3.4552631578947386,76.35394736842102,21.736184210526314,13.442763157894735,6.938815789473682,543,Tulsa,Oklahoma,27676.0,48181.0,60745.0,"609,610","241,915",40143.0
292,TuscaloosaAlabama,7.550000000000002,69.45588235294115,2.6500000000000004,13.938235294117646,72.48529411764706,13.891176470588235,33.573529411764696,25.538235294117644,10.70294117647059,57.79411764705882,39.932352941176475,5.055882352941176,32.4735294117647,35.129411764705885,11.323529411764707,3.4529411764705884,72.9470588235294,22.341176470588238,15.814705882352943,5.894117647058823,1655,Tuscaloosa,Alabama,22637.0,45408.0,58922.0,"196,824","67,882",1125.0
293,UnionNew Jersey,5.926923076923076,70.00769230769231,2.8499999999999996,16.27307692307692,73.09230769230771,14.78846153846154,33.080769230769235,19.38076923076923,8.703846153846154,52.5,44.16923076923076,4.338461538461539,36.169230769230765,32.35,12.47692307692308,3.0846153846153848,72.33846153846153,20.165384615384614,14.607692307692304,5.76923076923077,119,Union,New Jersey,35089.0,68507.0,83164.0,"540,568","185,483",34039.0
294,Utah CountyUtah,3.823529411764706,54.594117647058816,2.0588235294117645,8.362745098039216,54.52745098039217,9.062745098039217,25.343137254901958,14.956862745098038,9.3,63.52745098039215,31.43921568627451,4.486274509803922,19.784313725490197,18.833333333333332,5.811764705882354,1.8999999999999995,58.792156862745074,8.541176470588235,12.019607843137257,3.462745098039215,2139,Utah County,Utah,20774.0,60196.0,65542.0,"529,262","143,005",49049.0
295,VanderburghIndiana,9.095121951219511,71.49268292682926,2.9560975609756106,15.792682926829269,67.60243902439025,15.629268292682926,35.82682926829268,29.607317073170734,10.282926829268293,58.73170731707316,39.114634146341466,6.917073170731706,32.23170731707317,34.70731707317073,11.875609756097559,3.9439024390243893,77.82682926829268,23.436585365853656,14.760975609756093,7.9243902439024385,1191,Vanderburgh,Indiana,24378.0,43540.0,58352.0,"180,233","73,963",18163.0
296,VenturaCalifornia,4.839316239316237,75.44188034188035,2.4452991452991455,16.909401709401703,65.16666666666663,11.925641025641033,23.394871794871786,19.76837606837606,8.36581196581197,65.83846153846152,29.835042735042745,5.928205128205127,19.968376068376074,27.302564102564112,9.067521367521364,2.4820512820512826,69.84273504273506,12.62051282051282,11.872649572649575,4.949572649572652,184,Ventura,California,32930.0,76544.0,86301.0,"829,017","267,076",6111.0
297,Virginia Beach CityVirginia,5.039393939393938,78.67474747474748,2.142424242424243,18.958585858585863,74.50202020202019,9.2959595959596,28.381818181818165,19.894949494949497,8.49090909090909,71.42626262626263,36.16161616161617,5.875757575757576,24.095959595959602,29.44545454545455,8.39090909090909,2.3454545454545452,73.22626262626265,17.504040404040413,10.532323232323234,4.499999999999999,226,Virginia Beach City,Virginia,31934.0,65219.0,76285.0,"442,151","164,944",51810.0
298,VolusiaFlorida,7.711764705882352,76.4705882352941,2.9058823529411764,15.935294117647057,70.00588235294117,15.005882352941176,29.58235294117647,25.217647058823534,8.611764705882353,56.900000000000006,36.97647058823529,6.370588235294118,29.15294117647059,32.44705882352941,11.588235294117649,3.294117647058823,76.57647058823528,20.352941176470587,14.570588235294117,6.958823529411765,1291,Volusia,Florida,23973.0,42457.0,53086.0,"496,268","195,907",12127.0
299,WagonerOklahoma,6.653846153846152,75.54615384615384,2.307692307692308,14.407692307692306,64.33846153846153,12.338461538461539,32.98461538461539,25.715384615384615,9.376923076923077,59.32307692307693,34.93846153846154,6.484615384615385,31.38461538461538,33.292307692307695,9.330769230769231,2.684615384615384,74.82307692307693,19.76153846153846,12.5,6.176923076923076,1073,Wagoner,Oklahoma,24874.0,55723.0,63730.0,"74,077","27,016",40145.0
300,WakeNorth Carolina,4.396124031007754,79.09534883720933,2.1496124031007753,16.46899224806201,70.99379844961238,9.552713178294573,23.300775193798454,18.396124031007755,8.23410852713178,67.78837209302326,30.881395348837216,5.2,20.417054263565884,26.31550387596899,7.354263565891472,2.189922480620156,70.91860465116281,14.790697674418604,10.43488372093023,4.174418604651164,174,Wake,North Carolina,33166.0,66006.0,83568.0,"929,214","348,627",37183.0
301,Washington CountyArkansas,6.371428571428571,67.56785714285714,2.349999999999999,15.467857142857142,63.989285714285714,12.700000000000001,28.921428571428574,20.150000000000002,9.564285714285715,55.96785714285714,34.62857142857143,5.171428571428572,29.41785714285714,29.00357142857143,8.485714285714286,2.4964285714285714,71.16785714285714,21.860714285714288,13.746428571428567,5.435714285714286,1471,Washington County,Arkansas,23264.0,41248.0,54190.0,"207,911","79,214",5143.0
302,Washington CountyOregon,4.284,71.21800000000003,2.1180000000000003,19.440000000000005,58.5,10.33,29.421999999999993,19.022000000000006,9.653999999999996,66.61399999999999,32.944,5.352,16.005999999999997,22.81999999999999,7.574000000000002,2.1020000000000008,66.124,14.954,12.071999999999997,3.966,269,Washington County,Oregon,31078.0,64180.0,76711.0,"539,608","201,771",41067.0
303,Washington CountyUtah,5.56923076923077,66.37692307692308,2.961538461538462,10.5,59.46153846153847,11.884615384615385,24.938461538461542,25.684615384615384,9.076923076923077,66.52307692307691,30.43846153846154,7.615384615384618,21.71538461538461,29.515384615384612,8.953846153846154,3.384615384615385,74.13076923076923,9.93846153846154,11.153846153846153,7.038461538461538,1975,Washington County,Utah,21472.0,49279.0,55881.0,"141,902","46,826",49053.0
304,WashoeNevada,6.804444444444448,72.17777777777775,2.5333333333333337,18.529999999999994,63.00000000000001,12.99333333333334,24.656666666666656,21.491111111111113,9.267777777777779,60.55444444444445,33.72000000000001,6.0777777777777775,22.58444444444445,27.202222222222222,8.65555555555556,2.774444444444444,68.20111111111109,20.148888888888894,13.218888888888891,5.546666666666667,430,Washoe,Nevada,28670.0,53040.0,64556.0,"425,495","163,198",32031.0
305,WashtenawMichigan,4.215151515151514,71.05454545454546,2.1090909090909093,20.466666666666665,67.53333333333333,8.084848484848484,21.76666666666667,17.560606060606062,9.206060606060607,76.65757575757576,30.77272727272727,5.160606060606058,16.61212121212121,20.878787878787875,6.242424242424242,1.7939393939393937,66.76666666666668,14.554545454545456,10.069696969696972,3.8030303030303036,169,Washtenaw,Michigan,33231.0,59055.0,85115.0,"348,560","135,800",26161.0
306,WaukeshaWisconsin,4.550000000000001,75.43,2.1599999999999997,24.964999999999996,65.64500000000001,10.0,27.0,21.2,9.314999999999998,72.515,29.7,6.200000000000001,20.980000000000004,26.214999999999996,7.000000000000002,2.2099999999999995,72.28999999999999,17.340000000000003,10.27,4.765000000000001,71,Waukesha,Wisconsin,37577.0,75850.0,92974.0,"391,200","153,422",55133.0
307,WayneMichigan,9.934054054054055,72.98081081081078,3.9681081081081064,16.29405405405406,76.21081081081086,17.8345945945946,41.72783783783786,31.248648648648647,12.300540540540538,51.77648648648648,47.94216216216219,5.97567567567568,33.86459459459459,43.91243243243241,15.762972972972964,5.702162162162161,77.7451351351351,29.649459459459422,16.378918918918927,8.402972972972984,1735,Wayne,Michigan,22308.0,41184.0,52423.0,"1,804,507","670,987",26163.0
308,WebbTexas,5.885964912280699,62.328070175438604,3.654385964912281,14.57543859649123,62.915789473684214,17.68421052631579,40.48771929824561,18.875438596491232,8.32982456140351,43.431578947368415,34.054385964912285,3.896491228070176,40.55789473684211,30.7859649122807,15.689473684210526,3.2912280701754395,71.03859649122806,18.822807017543862,14.2578947368421,6.740350877192983,3081,Webb,Texas,14553.0,39449.0,41410.0,"254,829","67,372",48479.0
309,WeberUtah,5.379166666666667,59.79999999999999,2.6583333333333337,12.495833333333332,56.57916666666665,13.187500000000002,31.116666666666664,22.65416666666667,9.679166666666665,58.82916666666668,37.045833333333334,5.295833333333333,26.783333333333335,27.61666666666667,9.341666666666665,2.9458333333333333,65.67500000000003,15.370833333333332,13.729166666666666,5.383333333333334,1523,Weber,Utah,23106.0,54974.0,62642.0,"233,871","79,525",49057.0
310,WeldColorado,5.406249999999999,66.871875,2.4187499999999993,16.503125,57.68124999999999,11.55,27.06875,20.98125,9.799999999999997,58.0125,31.234375000000007,5.4,21.475,24.35625,7.578125,2.5687499999999996,65.40312499999999,18.55625,12.321875,5.003125000000002,947,Weld,Colorado,25468.0,57180.0,66840.0,"258,780","90,465",8123.0
311,WestchesterNew York,5.926744186046512,77.92790697674421,2.7581395348837208,15.223255813953495,70.77558139534885,12.609302325581394,26.69651162790698,23.774418604651167,10.158139534883723,61.49186046511627,41.51395348837211,6.433720930232558,31.37906976744186,30.82209302325581,10.669767441860463,3.190697674418604,75.38255813953491,16.074418604651157,12.118604651162789,6.056976744186048,16,Westchester,New York,47984.0,81946.0,105341.0,"956,283","343,561",36119.0
312,WhatcomWashington,5.947058823529412,67.48823529411764,2.5529411764705876,18.135294117647057,60.97647058823529,11.229411764705885,25.094117647058823,22.652941176470588,10.329411764705881,67.29411764705883,26.488235294117644,6.341176470588235,18.08823529411765,24.67058823529412,7.370588235294116,2.605882352941176,66.69999999999997,15.905882352941179,12.25294117647059,5.329411764705883,738,Whatcom,Washington,26530.0,51939.0,68159.0,"203,211","79,314",53073.0
313,WichitaTexas,7.587096774193548,70.02258064516128,2.8709677419354835,15.193548387096774,70.93548387096773,14.167741935483877,35.719354838709684,24.835483870967746,9.258064516129032,56.78387096774193,33.70645161290323,6.077419354838711,33.97096774193549,34.46774193548387,11.683870967741933,3.561290322580645,74.56451612903226,20.867741935483867,12.645161290322577,6.974193548387095,1573,Wichita,Texas,22837.0,42971.0,52514.0,"131,500","49,016",48485.0
314,WillIllinois,5.2375,73.90277777777777,2.3055555555555554,20.951388888888886,63.7986111111111,11.237500000000004,31.674999999999994,21.848611111111115,9.299999999999999,64.44999999999999,38.33333333333332,5.230555555555558,29.116666666666667,28.495833333333337,9.475000000000001,2.540277777777779,71.48333333333335,17.719444444444445,11.56805555555556,4.991666666666667,309,Will,Illinois,30377.0,76147.0,86747.0,"679,688","222,652",17197.0
315,WilliamsonTexas,4.124242424242425,74.61515151515151,1.9575757575757573,18.972727272727276,67.09090909090908,9.230303030303027,30.084848484848482,16.733333333333334,7.775757575757576,66.23636363636363,31.169696969696968,4.599999999999999,23.478787878787884,25.66969696969697,7.430303030303031,1.8242424242424242,68.08181818181818,14.163636363636362,9.975757575757576,3.624242424242424,271,Williamson,Texas,31070.0,71803.0,82568.0,"441,445","154,948",48491.0
316,WinnebagoIllinois,8.160377358490566,71.75283018867927,3.064150943396226,17.34905660377359,65.6056603773585,14.892452830188676,37.13018867924528,26.711320754716972,9.98867924528302,52.92830188679245,37.34528301886793,6.399999999999999,33.111320754716985,34.83018867924529,12.160377358490564,3.9339622641509417,76.68113207547171,22.232075471698117,13.90754716981132,7.256603773584905,1171,Winnebago,Illinois,24495.0,47072.0,58536.0,"293,384","113,449",17201.0
317,WinnebagoWisconsin,5.3,70.0,2.7,21.2,70.2,11.2,30.3,22.8,9.4,68.9,28.1,7.5,24.9,29.5,7.5,3.2,75.4,17.3,10.8,6.4,654,Winnebago,Wisconsin,26955.0,51010.0,66466.0,"167,860","68,140",55139.0
318,WoodburyIowa,7.1,67.74999999999999,2.645454545454545,18.213636363636365,68.99999999999999,12.945454545454545,34.949999999999996,24.38181818181818,9.145454545454546,61.42727272727273,33.35454545454546,6.313636363636363,31.445454545454552,29.772727272727273,10.031818181818183,3.25,76.33181818181818,22.709090909090904,12.790909090909095,6.20909090909091,1469,Woodbury,Iowa,23269.0,45856.0,57202.0,"102,155","38,654",19193.0
319,WorcesterMassachusetts,6.929545454545456,73.11818181818184,2.5886363636363634,18.1,75.83863636363634,13.343181818181813,29.7,23.46590909090909,10.761363636363638,62.281818181818196,40.22727272727273,5.647727272727274,31.815909090909102,29.761363636363647,9.286363636363639,2.8386363636363643,72.18636363636365,22.11363636363636,15.029545454545454,5.6909090909090905,244,Worcester,Massachusetts,31537.0,65223.0,81519.0,"802,688","299,663",25027.0
320,WyandotteKansas,8.4,66.61333333333333,3.4266666666666667,14.086666666666673,66.98833333333333,14.83666666666667,42.73666666666668,25.421666666666667,10.824999999999996,50.9566666666667,37.54833333333333,5.710000000000002,38.415,37.04833333333334,14.551666666666666,4.450000000000001,75.33833333333335,25.913333333333334,13.699999999999996,7.349999999999998,2589,Wyandotte,Kansas,18957.0,39402.0,47025.0,"158,348","57,291",20209.0
321,YakimaWashington,8.45263157894737,65.33684210526316,3.278947368421053,14.557894736842103,61.431578947368436,16.442105263157895,35.35263157894737,26.45789473684211,10.826315789473687,54.352631578947374,33.800000000000004,6.794736842105263,27.663157894736845,31.457894736842107,11.55263157894737,4.0,70.61052631578949,20.099999999999994,14.910526315789474,7.489473684210526,2476,Yakima,Washington,19433.0,43506.0,48946.0,"244,654","79,679",53077.0
322,YellowstoneMontana,5.85925925925926,71.89259259259258,2.507407407407407,20.518518518518515,64.10000000000001,11.57777777777778,25.87407407407407,25.140740740740736,8.937037037037037,63.11481481481483,29.59629629629629,7.107407407407407,23.25185185185185,28.559259259259257,7.714814814814815,2.9111111111111114,73.54074074074072,18.918518518518518,11.28148148148148,5.696296296296298,530,Yellowstone,Montana,27761.0,51342.0,65486.0,"150,156","61,023",30111.0
323,YorkSouth Carolina,6.086363636363637,73.15454545454546,2.504545454545454,14.872727272727273,66.7090909090909,12.127272727272727,33.93636363636363,23.58636363636363,9.268181818181818,56.84545454545455,40.41818181818182,5.254545454545454,26.481818181818184,34.263636363636365,10.545454545454547,3.177272727272727,72.03181818181818,19.304545454545455,14.454545454545455,5.345454545454547,733,York,South Carolina,26553.0,53740.0,66256.0,"230,934","86,483",45091.0
324,YumaArizona,7.6275862068965505,69.7551724137931,3.2310344827586213,14.355172413793106,66.41379310344824,15.024137931034483,32.53793103448275,23.386206896551723,9.727586206896552,53.282758620689656,35.25172413793104,6.096551724137931,28.30344827586207,32.5896551724138,12.617241379310345,3.572413793103448,70.10689655172413,17.741379310344833,13.60344827586207,7.368965517241379,2617,Yuma,Arizona,18840.0,41595.0,44302.0,"199,026","70,122",4027.0
